sample_id,scene,timestamp,scene_cav_set
986,2021_09_09_19_27_35,000495,2314|2323|2332|2341|2350|2359|2368
987,2021_09_09_19_27_35,000497,2314|2323|2332|2341|2350|2359|2368
988,2021_09_09_19_27_35,000499,2314|2323|2332|2341|2350|2359|2368
989,2021_09_09_19_27_35,000501,2314|2323|2332|2341|2350|2359|2368
990,2021_09_09_19_27_35,000503,2314|2323|2332|2341|2350|2359|2368
991,2021_09_09_19_27_35,000505,2314|2323|2332|2341|2350|2359|2368
992,2021_09_09_19_27_35,000507,2314|2323|2332|2341|2350|2359|2368
993,2021_09_09_19_27_35,000509,2314|2323|2332|2341|2350|2359|2368
994,2021_09_09_19_27_35,000511,2314|2323|2332|2341|2350|2359|2368
995,2021_09_09_19_27_35,000513,2314|2323|2332|2341|2350|2359|2368
996,2021_09_09_19_27_35,000515,2314|2323|2332|2341|2350|2359|2368
997,2021_09_09_19_27_35,000517,2314|2323|2332|2341|2350|2359|2368
998,2021_09_09_19_27_35,000519,2314|2323|2332|2341|2350|2359|2368
999,2021_09_09_19_27_35,000521,2314|2323|2332|2341|2350|2359|2368
1000,2021_09_09_19_27_35,000523,2314|2323|2332|2341|2350|2359|2368
1001,2021_09_09_19_27_35,000525,2314|2323|2332|2341|2350|2359|2368
1002,2021_09_09_19_27_35,000527,2314|2323|2332|2341|2350|2359|2368
1003,2021_09_09_19_27_35,000529,2314|2323|2332|2341|2350|2359|2368
1004,2021_09_09_19_27_35,000531,2314|2323|2332|2341|2350|2359|2368
1005,2021_09_09_19_27_35,000533,2314|2323|2332|2341|2350|2359|2368
1006,2021_09_09_19_27_35,000535,2314|2323|2332|2341|2350|2359|2368
1007,2021_09_09_19_27_35,000537,2314|2323|2332|2341|2350|2359|2368
1008,2021_09_09_19_27_35,000539,2314|2323|2332|2341|2350|2359|2368
1009,2021_09_09_19_27_35,000541,2314|2323|2332|2341|2350|2359|2368
1010,2021_09_09_19_27_35,000543,2314|2323|2332|2341|2350|2359|2368
1011,2021_09_09_19_27_35,000545,2314|2323|2332|2341|2350|2359|2368
1012,2021_09_09_19_27_35,000547,2314|2323|2332|2341|2350|2359|2368
1013,2021_09_09_19_27_35,000549,2314|2323|2332|2341|2350|2359|2368
1014,2021_09_09_19_27_35,000551,2314|2323|2332|2341|2350|2359|2368
1015,2021_09_09_19_27_35,000553,2314|2323|2332|2341|2350|2359|2368
1016,2021_09_09_19_27_35,000555,2314|2323|2332|2341|2350|2359|2368
1017,2021_09_09_19_27_35,000557,2314|2323|2332|2341|2350|2359|2368
1018,2021_09_09_19_27_35,000559,2314|2323|2332|2341|2350|2359|2368
1019,2021_09_09_19_27_35,000561,2314|2323|2332|2341|2350|2359|2368
1020,2021_09_09_19_27_35,000563,2314|2323|2332|2341|2350|2359|2368
1021,2021_09_09_19_27_35,000565,2314|2323|2332|2341|2350|2359|2368
1022,2021_09_09_19_27_35,000567,2314|2323|2332|2341|2350|2359|2368
1023,2021_09_09_19_27_35,000569,2314|2323|2332|2341|2350|2359|2368
1024,2021_09_09_19_27_35,000571,2314|2323|2332|2341|2350|2359|2368
1025,2021_09_09_19_27_35,000573,2314|2323|2332|2341|2350|2359|2368
1026,2021_09_09_19_27_35,000575,2314|2323|2332|2341|2350|2359|2368
1027,2021_09_09_19_27_35,000577,2314|2323|2332|2341|2350|2359|2368
1028,2021_09_09_19_27_35,000579,2314|2323|2332|2341|2350|2359|2368
1029,2021_09_09_19_27_35,000581,2314|2323|2332|2341|2350|2359|2368
1030,2021_09_09_19_27_35,000583,2314|2323|2332|2341|2350|2359|2368
1031,2021_09_09_19_27_35,000585,2314|2323|2332|2341|2350|2359|2368
1032,2021_09_09_19_27_35,000587,2314|2323|2332|2341|2350|2359|2368
1033,2021_09_09_19_27_35,000589,2314|2323|2332|2341|2350|2359|2368
1034,2021_09_09_19_27_35,000591,2314|2323|2332|2341|2350|2359|2368
1035,2021_09_09_19_27_35,000593,2314|2323|2332|2341|2350|2359|2368
1036,2021_09_09_19_27_35,000595,2314|2323|2332|2341|2350|2359|2368
1037,2021_09_09_19_27_35,000597,2314|2323|2332|2341|2350|2359|2368
1038,2021_09_09_19_27_35,000599,2314|2323|2332|2341|2350|2359|2368
1039,2021_09_09_19_27_35,000601,2314|2323|2332|2341|2350|2359|2368
1040,2021_09_09_19_27_35,000603,2314|2323|2332|2341|2350|2359|2368
1041,2021_09_09_19_27_35,000605,2314|2323|2332|2341|2350|2359|2368
1042,2021_09_09_19_27_35,000607,2314|2323|2332|2341|2350|2359|2368
1043,2021_09_09_19_27_35,000609,2314|2323|2332|2341|2350|2359|2368
1044,2021_09_09_19_27_35,000611,2314|2323|2332|2341|2350|2359|2368
1045,2021_09_09_19_27_35,000613,2314|2323|2332|2341|2350|2359|2368
1046,2021_09_09_19_27_35,000615,2314|2323|2332|2341|2350|2359|2368
1047,2021_09_09_19_27_35,000617,2314|2323|2332|2341|2350|2359|2368
1048,2021_09_09_19_27_35,000619,2314|2323|2332|2341|2350|2359|2368
1049,2021_09_09_19_27_35,000621,2314|2323|2332|2341|2350|2359|2368
1050,2021_09_09_19_27_35,000623,2314|2323|2332|2341|2350|2359|2368
1051,2021_09_09_19_27_35,000625,2314|2323|2332|2341|2350|2359|2368
1052,2021_09_09_19_27_35,000627,2314|2323|2332|2341|2350|2359|2368
1053,2021_09_09_19_27_35,000629,2314|2323|2332|2341|2350|2359|2368
1054,2021_09_09_19_27_35,000631,2314|2323|2332|2341|2350|2359|2368
1055,2021_09_09_19_27_35,000633,2314|2323|2332|2341|2350|2359|2368
1056,2021_09_09_19_27_35,000635,2314|2323|2332|2341|2350|2359|2368
1057,2021_09_09_19_27_35,000637,2314|2323|2332|2341|2350|2359|2368
1058,2021_09_09_19_27_35,000639,2314|2323|2332|2341|2350|2359|2368
1059,2021_09_09_19_27_35,000641,2314|2323|2332|2341|2350|2359|2368
1060,2021_09_09_19_27_35,000643,2314|2323|2332|2341|2350|2359|2368
1061,2021_09_09_19_27_35,000645,2314|2323|2332|2341|2350|2359|2368
1062,2021_09_09_19_27_35,000647,2314|2323|2332|2341|2350|2359|2368
1063,2021_09_09_19_27_35,000649,2314|2323|2332|2341|2350|2359|2368
1064,2021_09_09_19_27_35,000651,2314|2323|2332|2341|2350|2359|2368
1065,2021_09_09_19_27_35,000653,2314|2323|2332|2341|2350|2359|2368
1066,2021_09_09_19_27_35,000655,2314|2323|2332|2341|2350|2359|2368
1067,2021_09_09_19_27_35,000657,2314|2323|2332|2341|2350|2359|2368
1068,2021_09_09_19_27_35,000659,2314|2323|2332|2341|2350|2359|2368
1069,2021_09_09_19_27_35,000661,2314|2323|2332|2341|2350|2359|2368
1070,2021_09_09_19_27_35,000663,2314|2323|2332|2341|2350|2359|2368
1071,2021_09_09_19_27_35,000665,2314|2323|2332|2341|2350|2359|2368
1072,2021_09_09_19_27_35,000667,2314|2323|2332|2341|2350|2359|2368
1073,2021_09_09_19_27_35,000669,2314|2323|2332|2341|2350|2359|2368
1074,2021_09_09_19_27_35,000671,2314|2323|2332|2341|2350|2359|2368
1075,2021_09_09_19_27_35,000673,2314|2323|2332|2341|2350|2359|2368
1076,2021_09_09_19_27_35,000675,2314|2323|2332|2341|2350|2359|2368
1077,2021_09_09_19_27_35,000677,2314|2323|2332|2341|2350|2359|2368
1078,2021_09_09_19_27_35,000679,2314|2323|2332|2341|2350|2359|2368
1079,2021_09_09_19_27_35,000681,2314|2323|2332|2341|2350|2359|2368
1080,2021_09_09_19_27_35,000683,2314|2323|2332|2341|2350|2359|2368
1081,2021_09_09_19_27_35,000685,2314|2323|2332|2341|2350|2359|2368
1082,2021_09_09_19_27_35,000687,2314|2323|2332|2341|2350|2359|2368
1083,2021_09_09_19_27_35,000689,2314|2323|2332|2341|2350|2359|2368
1084,2021_09_09_19_27_35,000691,2314|2323|2332|2341|2350|2359|2368
1085,2021_09_09_19_27_35,000693,2314|2323|2332|2341|2350|2359|2368
1086,2021_09_09_19_27_35,000695,2314|2323|2332|2341|2350|2359|2368
1087,2021_09_09_19_27_35,000697,2314|2323|2332|2341|2350|2359|2368
1088,2021_09_09_19_27_35,000699,2314|2323|2332|2341|2350|2359|2368
1089,2021_09_09_19_27_35,000701,2314|2323|2332|2341|2350|2359|2368
1090,2021_09_09_19_27_35,000703,2314|2323|2332|2341|2350|2359|2368
1091,2021_09_09_19_27_35,000705,2314|2323|2332|2341|2350|2359|2368
1092,2021_09_09_19_27_35,000707,2314|2323|2332|2341|2350|2359|2368
1093,2021_09_09_19_27_35,000709,2314|2323|2332|2341|2350|2359|2368
1094,2021_09_09_19_27_35,000711,2314|2323|2332|2341|2350|2359|2368
1095,2021_09_09_19_27_35,000713,2314|2323|2332|2341|2350|2359|2368
1096,2021_09_09_19_27_35,000715,2314|2323|2332|2341|2350|2359|2368
1097,2021_09_09_19_27_35,000717,2314|2323|2332|2341|2350|2359|2368
1098,2021_09_09_19_27_35,000719,2314|2323|2332|2341|2350|2359|2368
1099,2021_09_09_19_27_35,000721,2314|2323|2332|2341|2350|2359|2368
1100,2021_09_09_19_27_35,000723,2314|2323|2332|2341|2350|2359|2368
1101,2021_09_09_19_27_35,000725,2314|2323|2332|2341|2350|2359|2368
1102,2021_09_09_19_27_35,000727,2314|2323|2332|2341|2350|2359|2368
1103,2021_09_09_19_27_35,000729,2314|2323|2332|2341|2350|2359|2368
1104,2021_09_09_19_27_35,000731,2314|2323|2332|2341|2350|2359|2368
1105,2021_09_09_19_27_35,000733,2314|2323|2332|2341|2350|2359|2368
1106,2021_09_09_19_27_35,000735,2314|2323|2332|2341|2350|2359|2368
1107,2021_09_09_19_27_35,000737,2314|2323|2332|2341|2350|2359|2368
1108,2021_09_09_19_27_35,000739,2314|2323|2332|2341|2350|2359|2368
1109,2021_09_09_19_27_35,000741,2314|2323|2332|2341|2350|2359|2368
1110,2021_09_09_19_27_35,000743,2314|2323|2332|2341|2350|2359|2368
1111,2021_09_09_19_27_35,000745,2314|2323|2332|2341|2350|2359|2368
1112,2021_09_09_19_27_35,000747,2314|2323|2332|2341|2350|2359|2368
1113,2021_09_09_19_27_35,000749,2314|2323|2332|2341|2350|2359|2368
1114,2021_09_09_19_27_35,000751,2314|2323|2332|2341|2350|2359|2368
1115,2021_09_09_19_27_35,000753,2314|2323|2332|2341|2350|2359|2368
1116,2021_09_09_19_27_35,000755,2314|2323|2332|2341|2350|2359|2368
1117,2021_09_09_19_27_35,000757,2314|2323|2332|2341|2350|2359|2368
1118,2021_09_09_19_27_35,000759,2314|2323|2332|2341|2350|2359|2368
1119,2021_09_09_19_27_35,000761,2314|2323|2332|2341|2350|2359|2368
1120,2021_09_09_19_27_35,000763,2314|2323|2332|2341|2350|2359|2368
1121,2021_09_09_19_27_35,000765,2314|2323|2332|2341|2350|2359|2368
1122,2021_09_09_19_27_35,000767,2314|2323|2332|2341|2350|2359|2368
1123,2021_09_09_19_27_35,000769,2314|2323|2332|2341|2350|2359|2368
1124,2021_09_09_19_27_35,000771,2314|2323|2332|2341|2350|2359|2368
1125,2021_09_09_19_27_35,000773,2314|2323|2332|2341|2350|2359|2368
1126,2021_09_09_19_27_35,000775,2314|2323|2332|2341|2350|2359|2368
1127,2021_09_09_19_27_35,000777,2314|2323|2332|2341|2350|2359|2368
1128,2021_09_09_19_27_35,000779,2314|2323|2332|2341|2350|2359|2368
1129,2021_09_09_19_27_35,000781,2314|2323|2332|2341|2350|2359|2368
1130,2021_09_09_19_27_35,000783,2314|2323|2332|2341|2350|2359|2368
1131,2021_09_09_19_27_35,000785,2314|2323|2332|2341|2350|2359|2368
1132,2021_09_09_19_27_35,000787,2314|2323|2332|2341|2350|2359|2368
1133,2021_09_09_19_27_35,000789,2314|2323|2332|2341|2350|2359|2368
1134,2021_09_09_19_27_35,000791,2314|2323|2332|2341|2350|2359|2368
1135,2021_09_09_19_27_35,000793,2314|2323|2332|2341|2350|2359|2368
1136,2021_09_09_19_27_35,000795,2314|2323|2332|2341|2350|2359|2368
1137,2021_09_09_19_27_35,000797,2314|2323|2332|2341|2350|2359|2368
1138,2021_09_09_19_27_35,000799,2314|2323|2332|2341|2350|2359|2368
1139,2021_09_09_19_27_35,000801,2314|2323|2332|2341|2350|2359|2368
1140,2021_09_09_19_27_35,000803,2314|2323|2332|2341|2350|2359|2368
1141,2021_09_09_19_27_35,000805,2314|2323|2332|2341|2350|2359|2368
1142,2021_09_09_19_27_35,000807,2314|2323|2332|2341|2350|2359|2368
1143,2021_09_09_19_27_35,000809,2314|2323|2332|2341|2350|2359|2368
1144,2021_09_09_19_27_35,000811,2314|2323|2332|2341|2350|2359|2368
1145,2021_09_09_19_27_35,000813,2314|2323|2332|2341|2350|2359|2368
1146,2021_09_09_19_27_35,000815,2314|2323|2332|2341|2350|2359|2368
1147,2021_09_09_19_27_35,000817,2314|2323|2332|2341|2350|2359|2368
1148,2021_09_09_19_27_35,000819,2314|2323|2332|2341|2350|2359|2368
1149,2021_09_09_19_27_35,000821,2314|2323|2332|2341|2350|2359|2368
1150,2021_09_09_19_27_35,000823,2314|2323|2332|2341|2350|2359|2368
1151,2021_09_09_19_27_35,000825,2314|2323|2332|2341|2350|2359|2368
1152,2021_09_09_19_27_35,000827,2314|2323|2332|2341|2350|2359|2368
1153,2021_09_09_19_27_35,000829,2314|2323|2332|2341|2350|2359|2368
1154,2021_09_09_19_27_35,000831,2314|2323|2332|2341|2350|2359|2368
1155,2021_09_09_19_27_35,000833,2314|2323|2332|2341|2350|2359|2368
1156,2021_09_09_19_27_35,000835,2314|2323|2332|2341|2350|2359|2368
1157,2021_09_09_19_27_35,000837,2314|2323|2332|2341|2350|2359|2368
1158,2021_09_09_19_27_35,000839,2314|2323|2332|2341|2350|2359|2368
1159,2021_09_09_19_27_35,000841,2314|2323|2332|2341|2350|2359|2368
1160,2021_09_09_19_27_35,000843,2314|2323|2332|2341|2350|2359|2368
1161,2021_09_09_19_27_35,000845,2314|2323|2332|2341|2350|2359|2368
1162,2021_09_09_19_27_35,000847,2314|2323|2332|2341|2350|2359|2368
1163,2021_09_09_19_27_35,000849,2314|2323|2332|2341|2350|2359|2368
1164,2021_09_09_19_27_35,000851,2314|2323|2332|2341|2350|2359|2368
1165,2021_09_09_19_27_35,000853,2314|2323|2332|2341|2350|2359|2368
1166,2021_09_09_19_27_35,000855,2314|2323|2332|2341|2350|2359|2368
1167,2021_09_09_19_27_35,000857,2314|2323|2332|2341|2350|2359|2368
1168,2021_09_09_19_27_35,000859,2314|2323|2332|2341|2350|2359|2368
1169,2021_09_09_19_27_35,000861,2314|2323|2332|2341|2350|2359|2368
1170,2021_09_09_19_27_35,000863,2314|2323|2332|2341|2350|2359|2368
1171,2021_09_09_19_27_35,000865,2314|2323|2332|2341|2350|2359|2368
1172,2021_09_09_19_27_35,000867,2314|2323|2332|2341|2350|2359|2368
1173,2021_09_09_19_27_35,000869,2314|2323|2332|2341|2350|2359|2368
1174,2021_09_09_19_27_35,000871,2314|2323|2332|2341|2350|2359|2368
1175,2021_09_09_19_27_35,000873,2314|2323|2332|2341|2350|2359|2368
1176,2021_09_09_19_27_35,000875,2314|2323|2332|2341|2350|2359|2368
1177,2021_09_09_19_27_35,000877,2314|2323|2332|2341|2350|2359|2368
1178,2021_09_09_19_27_35,000879,2314|2323|2332|2341|2350|2359|2368
1179,2021_09_09_19_27_35,000881,2314|2323|2332|2341|2350|2359|2368
1180,2021_09_09_19_27_35,000883,2314|2323|2332|2341|2350|2359|2368
1181,2021_09_09_19_27_35,000885,2314|2323|2332|2341|2350|2359|2368
1182,2021_09_09_19_27_35,000887,2314|2323|2332|2341|2350|2359|2368
1183,2021_09_09_19_27_35,000889,2314|2323|2332|2341|2350|2359|2368
1184,2021_09_09_19_27_35,000891,2314|2323|2332|2341|2350|2359|2368
1185,2021_09_09_19_27_35,000893,2314|2323|2332|2341|2350|2359|2368
1186,2021_09_09_19_27_35,000895,2314|2323|2332|2341|2350|2359|2368
1187,2021_09_09_19_27_35,000897,2314|2323|2332|2341|2350|2359|2368
1188,2021_09_09_19_27_35,000899,2314|2323|2332|2341|2350|2359|2368
1189,2021_09_09_19_27_35,000901,2314|2323|2332|2341|2350|2359|2368
1190,2021_09_09_19_27_35,000903,2314|2323|2332|2341|2350|2359|2368
1191,2021_09_09_19_27_35,000905,2314|2323|2332|2341|2350|2359|2368
1192,2021_09_09_19_27_35,000907,2314|2323|2332|2341|2350|2359|2368
1193,2021_09_09_19_27_35,000909,2314|2323|2332|2341|2350|2359|2368
1194,2021_09_09_19_27_35,000911,2314|2323|2332|2341|2350|2359|2368
1195,2021_09_09_19_27_35,000913,2314|2323|2332|2341|2350|2359|2368
1196,2021_09_09_19_27_35,000915,2314|2323|2332|2341|2350|2359|2368
1197,2021_09_09_19_27_35,000917,2314|2323|2332|2341|2350|2359|2368
1198,2021_09_09_19_27_35,000919,2314|2323|2332|2341|2350|2359|2368
1199,2021_09_09_19_27_35,000921,2314|2323|2332|2341|2350|2359|2368
1200,2021_09_09_19_27_35,000923,2314|2323|2332|2341|2350|2359|2368
1201,2021_09_09_19_27_35,000925,2314|2323|2332|2341|2350|2359|2368
1202,2021_09_09_19_27_35,000927,2314|2323|2332|2341|2350|2359|2368
1203,2021_09_09_19_27_35,000929,2314|2323|2332|2341|2350|2359|2368
1204,2021_09_09_19_27_35,000931,2314|2323|2332|2341|2350|2359|2368
1205,2021_09_09_19_27_35,000933,2314|2323|2332|2341|2350|2359|2368
1206,2021_09_09_19_27_35,000935,2314|2323|2332|2341|2350|2359|2368
1207,2021_09_09_19_27_35,000937,2314|2323|2332|2341|2350|2359|2368
1208,2021_09_09_19_27_35,000939,2314|2323|2332|2341|2350|2359|2368
1209,2021_09_09_19_27_35,000941,2314|2323|2332|2341|2350|2359|2368
1210,2021_09_09_19_27_35,000943,2314|2323|2332|2341|2350|2359|2368
1211,2021_09_09_19_27_35,000945,2314|2323|2332|2341|2350|2359|2368
1212,2021_09_09_19_27_35,000947,2314|2323|2332|2341|2350|2359|2368
1213,2021_09_09_19_27_35,000949,2314|2323|2332|2341|2350|2359|2368
1214,2021_09_09_19_27_35,000951,2314|2323|2332|2341|2350|2359|2368
1215,2021_09_09_19_27_35,000953,2314|2323|2332|2341|2350|2359|2368
1216,2021_09_09_19_27_35,000955,2314|2323|2332|2341|2350|2359|2368
1217,2021_09_09_19_27_35,000957,2314|2323|2332|2341|2350|2359|2368
1218,2021_09_09_19_27_35,000959,2314|2323|2332|2341|2350|2359|2368
1219,2021_09_09_19_27_35,000961,2314|2323|2332|2341|2350|2359|2368
1220,2021_09_09_19_27_35,000963,2314|2323|2332|2341|2350|2359|2368
1221,2021_09_09_19_27_35,000965,2314|2323|2332|2341|2350|2359|2368
1222,2021_09_09_19_27_35,000967,2314|2323|2332|2341|2350|2359|2368
1223,2021_09_09_19_27_35,000969,2314|2323|2332|2341|2350|2359|2368
1224,2021_09_09_19_27_35,000971,2314|2323|2332|2341|2350|2359|2368
1225,2021_09_09_19_27_35,000973,2314|2323|2332|2341|2350|2359|2368
1226,2021_09_09_19_27_35,000975,2314|2323|2332|2341|2350|2359|2368
1227,2021_09_09_19_27_35,000977,2314|2323|2332|2341|2350|2359|2368
1228,2021_09_09_19_27_35,000979,2314|2323|2332|2341|2350|2359|2368
1229,2021_09_09_19_27_35,000981,2314|2323|2332|2341|2350|2359|2368
1230,2021_09_09_19_27_35,000983,2314|2323|2332|2341|2350|2359|2368
1231,2021_09_09_19_27_35,000985,2314|2323|2332|2341|2350|2359|2368
1232,2021_09_09_19_27_35,000987,2314|2323|2332|2341|2350|2359|2368
1233,2021_09_09_19_27_35,000989,2314|2323|2332|2341|2350|2359|2368
1234,2021_09_11_00_33_16,000073,1007|1016|962|971|980|989|998
1235,2021_09_11_00_33_16,000075,1007|1016|962|971|980|989|998
1236,2021_09_11_00_33_16,000077,1007|1016|962|971|980|989|998
1237,2021_09_11_00_33_16,000079,1007|1016|962|971|980|989|998
1238,2021_09_11_00_33_16,000081,1007|1016|962|971|980|989|998
1239,2021_09_11_00_33_16,000083,1007|1016|962|971|980|989|998
1240,2021_09_11_00_33_16,000085,1007|1016|962|971|980|989|998
1241,2021_09_11_00_33_16,000087,1007|1016|962|971|980|989|998
1242,2021_09_11_00_33_16,000089,1007|1016|962|971|980|989|998
1243,2021_09_11_00_33_16,000091,1007|1016|962|971|980|989|998
1244,2021_09_11_00_33_16,000093,1007|1016|962|971|980|989|998
1245,2021_09_11_00_33_16,000095,1007|1016|962|971|980|989|998
1246,2021_09_11_00_33_16,000097,1007|1016|962|971|980|989|998
1247,2021_09_11_00_33_16,000099,1007|1016|962|971|980|989|998
1248,2021_09_11_00_33_16,000101,1007|1016|962|971|980|989|998
1249,2021_09_11_00_33_16,000103,1007|1016|962|971|980|989|998
1250,2021_09_11_00_33_16,000105,1007|1016|962|971|980|989|998
1251,2021_09_11_00_33_16,000107,1007|1016|962|971|980|989|998
1252,2021_09_11_00_33_16,000109,1007|1016|962|971|980|989|998
1253,2021_09_11_00_33_16,000111,1007|1016|962|971|980|989|998
1254,2021_09_11_00_33_16,000113,1007|1016|962|971|980|989|998
1255,2021_09_11_00_33_16,000115,1007|1016|962|971|980|989|998
1256,2021_09_11_00_33_16,000117,1007|1016|962|971|980|989|998
1257,2021_09_11_00_33_16,000119,1007|1016|962|971|980|989|998
1258,2021_09_11_00_33_16,000121,1007|1016|962|971|980|989|998
1259,2021_09_11_00_33_16,000123,1007|1016|962|971|980|989|998
1260,2021_09_11_00_33_16,000125,1007|1016|962|971|980|989|998
1261,2021_09_11_00_33_16,000127,1007|1016|962|971|980|989|998
1262,2021_09_11_00_33_16,000129,1007|1016|962|971|980|989|998
1263,2021_09_11_00_33_16,000131,1007|1016|962|971|980|989|998
1264,2021_09_11_00_33_16,000133,1007|1016|962|971|980|989|998
1265,2021_09_11_00_33_16,000135,1007|1016|962|971|980|989|998
1266,2021_09_11_00_33_16,000137,1007|1016|962|971|980|989|998
1267,2021_09_11_00_33_16,000139,1007|1016|962|971|980|989|998
1268,2021_09_11_00_33_16,000141,1007|1016|962|971|980|989|998
1269,2021_09_11_00_33_16,000143,1007|1016|962|971|980|989|998
1270,2021_09_11_00_33_16,000145,1007|1016|962|971|980|989|998
1271,2021_09_11_00_33_16,000147,1007|1016|962|971|980|989|998
1272,2021_09_11_00_33_16,000149,1007|1016|962|971|980|989|998
1273,2021_09_11_00_33_16,000151,1007|1016|962|971|980|989|998
1274,2021_09_11_00_33_16,000153,1007|1016|962|971|980|989|998
1275,2021_09_11_00_33_16,000155,1007|1016|962|971|980|989|998
1276,2021_09_11_00_33_16,000157,1007|1016|962|971|980|989|998
1277,2021_09_11_00_33_16,000159,1007|1016|962|971|980|989|998
1278,2021_09_11_00_33_16,000161,1007|1016|962|971|980|989|998
1279,2021_09_11_00_33_16,000163,1007|1016|962|971|980|989|998
1280,2021_09_11_00_33_16,000165,1007|1016|962|971|980|989|998
1281,2021_09_11_00_33_16,000167,1007|1016|962|971|980|989|998
1282,2021_09_11_00_33_16,000169,1007|1016|962|971|980|989|998
1283,2021_09_11_00_33_16,000171,1007|1016|962|971|980|989|998
1284,2021_09_11_00_33_16,000173,1007|1016|962|971|980|989|998
1285,2021_09_11_00_33_16,000175,1007|1016|962|971|980|989|998
1286,2021_09_11_00_33_16,000177,1007|1016|962|971|980|989|998
1287,2021_09_11_00_33_16,000179,1007|1016|962|971|980|989|998
1288,2021_09_11_00_33_16,000181,1007|1016|962|971|980|989|998
1289,2021_09_11_00_33_16,000183,1007|1016|962|971|980|989|998
1290,2021_09_11_00_33_16,000185,1007|1016|962|971|980|989|998
1291,2021_09_11_00_33_16,000187,1007|1016|962|971|980|989|998
1292,2021_09_11_00_33_16,000189,1007|1016|962|971|980|989|998
1293,2021_09_11_00_33_16,000191,1007|1016|962|971|980|989|998
1294,2021_09_11_00_33_16,000193,1007|1016|962|971|980|989|998
1295,2021_09_11_00_33_16,000195,1007|1016|962|971|980|989|998
1296,2021_09_11_00_33_16,000197,1007|1016|962|971|980|989|998
1297,2021_09_11_00_33_16,000199,1007|1016|962|971|980|989|998
1298,2021_09_11_00_33_16,000201,1007|1016|962|971|980|989|998
1299,2021_09_11_00_33_16,000203,1007|1016|962|971|980|989|998
1300,2021_09_11_00_33_16,000205,1007|1016|962|971|980|989|998
1301,2021_09_11_00_33_16,000207,1007|1016|962|971|980|989|998
1302,2021_09_11_00_33_16,000209,1007|1016|962|971|980|989|998
1303,2021_09_11_00_33_16,000211,1007|1016|962|971|980|989|998
1304,2021_09_11_00_33_16,000213,1007|1016|962|971|980|989|998
1305,2021_09_11_00_33_16,000215,1007|1016|962|971|980|989|998
1306,2021_09_11_00_33_16,000217,1007|1016|962|971|980|989|998
1307,2021_09_11_00_33_16,000219,1007|1016|962|971|980|989|998
1308,2021_09_11_00_33_16,000221,1007|1016|962|971|980|989|998
1309,2021_09_11_00_33_16,000223,1007|1016|962|971|980|989|998
1310,2021_09_11_00_33_16,000225,1007|1016|962|971|980|989|998
1311,2021_09_11_00_33_16,000227,1007|1016|962|971|980|989|998
1312,2021_09_11_00_33_16,000229,1007|1016|962|971|980|989|998
1313,2021_09_11_00_33_16,000231,1007|1016|962|971|980|989|998
1314,2021_09_11_00_33_16,000233,1007|1016|962|971|980|989|998
1315,2021_09_11_00_33_16,000235,1007|1016|962|971|980|989|998
1316,2021_09_11_00_33_16,000237,1007|1016|962|971|980|989|998
1317,2021_09_11_00_33_16,000239,1007|1016|962|971|980|989|998
1318,2021_09_11_00_33_16,000241,1007|1016|962|971|980|989|998
1319,2021_09_11_00_33_16,000243,1007|1016|962|971|980|989|998
1320,2021_09_11_00_33_16,000245,1007|1016|962|971|980|989|998
1321,2021_09_11_00_33_16,000247,1007|1016|962|971|980|989|998
1322,2021_09_11_00_33_16,000249,1007|1016|962|971|980|989|998
1323,2021_09_11_00_33_16,000251,1007|1016|962|971|980|989|998
1324,2021_09_11_00_33_16,000253,1007|1016|962|971|980|989|998
1325,2021_09_11_00_33_16,000255,1007|1016|962|971|980|989|998
1326,2021_09_11_00_33_16,000257,1007|1016|962|971|980|989|998
1327,2021_09_11_00_33_16,000259,1007|1016|962|971|980|989|998
1328,2021_09_11_00_33_16,000261,1007|1016|962|971|980|989|998
1329,2021_09_11_00_33_16,000263,1007|1016|962|971|980|989|998
1330,2021_09_11_00_33_16,000265,1007|1016|962|971|980|989|998
1331,2021_09_11_00_33_16,000267,1007|1016|962|971|980|989|998
1332,2021_09_11_00_33_16,000269,1007|1016|962|971|980|989|998
1333,2021_09_11_00_33_16,000271,1007|1016|962|971|980|989|998
1334,2021_09_11_00_33_16,000273,1007|1016|962|971|980|989|998
1335,2021_09_11_00_33_16,000275,1007|1016|962|971|980|989|998
1336,2021_09_11_00_33_16,000277,1007|1016|962|971|980|989|998
1337,2021_09_11_00_33_16,000279,1007|1016|962|971|980|989|998
1338,2021_09_11_00_33_16,000281,1007|1016|962|971|980|989|998
1339,2021_09_11_00_33_16,000283,1007|1016|962|971|980|989|998
1340,2021_09_11_00_33_16,000285,1007|1016|962|971|980|989|998
1341,2021_09_11_00_33_16,000287,1007|1016|962|971|980|989|998
1342,2021_09_11_00_33_16,000289,1007|1016|962|971|980|989|998
1343,2021_09_11_00_33_16,000291,1007|1016|962|971|980|989|998
1344,2021_09_11_00_33_16,000293,1007|1016|962|971|980|989|998
1345,2021_09_11_00_33_16,000295,1007|1016|962|971|980|989|998
1346,2021_09_11_00_33_16,000297,1007|1016|962|971|980|989|998
1347,2021_09_11_00_33_16,000299,1007|1016|962|971|980|989|998
1348,2021_09_11_00_33_16,000301,1007|1016|962|971|980|989|998
1349,2021_09_11_00_33_16,000303,1007|1016|962|971|980|989|998
