frame,ego_id,ego_detected_box_count,has_collaborator,ego_origin_lidar_shape_0,ego_origin_lidar_shape_1,ego_pcd_num_points,ego_pcd_mean_range,ego_pcd_max_range,ego_pcd_std_range,ego_pcd_near_20m,ego_pcd_mid_20_50m,ego_pcd_far_50_80m,ego_pcd_very_far_80m,ego_pcd_front_points,ego_pcd_back_points,ego_pcd_left_points,ego_pcd_right_points,ego_pcd_front_far_30m,ego_pcd_front_far_50m,ego_pcd_density_0_20,ego_pcd_density_20_50,ego_pcd_density_50_80
290,1845,38,1,54796,4,54796,11.238045692443848,119.17301940917969,12.35073184967041,47447,6405,550,394,26901,27895,27647,27149,729,472,37.75712292440579,0.9708451528605616,0.04488985574386791
291,1845,33,1,54825,4,54825,11.249119758605957,119.21040344238281,12.41838264465332,47448,6402,579,396,26826,27999,27728,27097,756,495,37.75791869912125,0.9703904244517276,0.047256775410362765
292,1845,36,1,54779,4,54779,11.243375778198242,119.1733169555664,12.429309844970703,47433,6351,600,395,26829,27950,27661,27118,784,518,37.74598207838936,0.9626600415015498,0.048970751720583176
293,1845,34,1,54834,4,54834,11.247822761535645,118.7198715209961,12.436164855957031,47442,6388,608,396,26798,28036,27688,27146,802,519,37.753144050828496,0.9682683585438356,0.04962369507685762
294,1845,32,1,54805,4,54805,11.25999641418457,119.97001647949219,12.44466781616211,47375,6416,622,392,26868,27937,27647,27158,803,506,37.69982714489271,0.9725124903596195,0.050766345950337896
295,1845,35,1,54856,4,54856,11.2618989944458,119.19171142578125,12.47137451171875,47435,6395,642,384,26889,27967,27681,27175,801,533,37.74757362782027,0.9693293914977816,0.052398704341024005
296,1845,39,1,54837,4,54837,11.291614532470703,118.89449310302734,12.597155570983887,47435,6353,666,383,26878,27959,27757,27080,893,547,37.74757362782027,0.9629631937741059,0.05435753440984733
297,1845,36,1,54829,4,54829,11.274382591247559,118.79562377929688,12.632315635681152,47449,6366,624,390,26867,27962,27716,27113,882,543,37.75871447383671,0.9649336835457197,0.05092958178940651
298,1845,36,1,54912,4,54912,11.254095077514648,119.84454345703125,12.574799537658691,47549,6359,638,366,26922,27990,27732,27180,876,529,37.83829194538266,0.9638726505917738,0.05207223266288678
299,1845,36,1,54837,4,54837,11.31729507446289,119.60465240478516,12.735616683959961,47387,6400,675,375,26784,28053,27697,27140,896,559,37.70937644147822,0.9700872721791717,0.055092095685656074
300,1845,35,1,54831,4,54831,11.312521934509277,118.87095642089844,12.663207054138184,47378,6423,658,372,26948,27883,27648,27183,912,566,37.702214469039085,0.9735735233135655,0.053704591053572885
301,1845,33,1,54925,4,54925,11.304022789001465,118.52254486083984,12.612494468688965,47444,6463,662,356,26862,28063,27794,27131,908,560,37.75473560025941,0.9796365687646853,0.05403106273171011
302,1845,36,1,54675,4,54675,11.326777458190918,118.77523040771484,12.690704345703125,47230,6435,633,377,26810,27865,27544,27131,910,568,37.584439811151086,0.9753924369489014,0.05166414306521525
303,1845,39,1,54802,4,54802,11.317852973937988,119.87487030029297,12.599851608276367,47318,6476,657,351,26890,27912,27621,27181,900,569,37.65446798611152,0.9816070585362993,0.05362297313403858
304,1845,37,1,54662,4,54662,11.336389541625977,119.51485443115234,12.685492515563965,47185,6455,659,363,26848,27814,27644,27018,900,560,37.54862994895541,0.9784239596744614,0.053786208973107194
305,1845,37,1,54873,4,54873,11.358119010925293,119.70637512207031,12.729827880859375,47306,6547,647,373,26923,27950,27706,27167,907,560,37.644918689526,0.992368964212037,0.05280679393869553
306,1845,34,1,54755,4,54755,11.327472686767578,118.38417053222656,12.642539024353027,47204,6546,650,355,26838,27917,27756,26999,900,564,37.563749668549136,0.992217388075759,0.05305164769729844
307,1845,32,1,54860,4,54860,11.339195251464844,119.39669036865234,12.764640808105469,47231,6594,649,386,26837,28023,27693,27167,895,584,37.58523558586654,0.9994930426171028,0.05297002977776414
308,1845,35,1,54782,4,54782,11.335977554321289,118.89077758789062,12.700312614440918,47114,6645,642,381,26815,27967,27638,27144,902,571,37.49212994415778,1.0072234255672805,0.052398704341024005
309,1845,34,1,54720,4,54720,11.345187187194824,118.87628936767578,12.61054801940918,46916,6782,653,369,26825,27895,27652,27068,891,560,37.33456655049681,1.0279893562373659,0.05329650145590136
310,1845,35,1,54823,4,54823,11.35705852508545,118.905029296875,12.685848236083984,46928,6862,654,379,26868,27955,27718,27105,894,570,37.34411584708232,1.0401154471396055,0.05337811937543566
311,1845,38,1,54761,4,54761,11.368051528930664,118.72782135009766,12.739203453063965,46862,6882,631,386,26806,27955,27678,27083,886,562,37.291594715862,1.0431469698651654,0.05150090722614664
312,1845,31,1,54872,4,54872,11.39012622833252,119.78402709960938,12.847062110900879,46964,6837,665,406,26815,28057,27716,27156,916,599,37.37276373683886,1.0363260437326556,0.05427591649031303
313,1845,30,1,54708,4,54708,11.321528434753418,118.92587280273438,12.650830268859863,46829,6817,690,372,26696,28012,27583,27125,885,577,37.26533415025183,1.0332945210070958,0.05631636447867066
314,1845,34,1,54624,4,54624,11.309131622314453,119.58785247802734,12.699557304382324,46772,6769,699,384,26564,28060,27565,27059,886,582,37.21997499147064,1.026018866465752,0.057050925754479405
315,1845,32,1,54796,4,54796,11.32609748840332,119.28775787353516,12.732614517211914,46912,6755,718,411,26752,28044,27611,27185,933,600,37.33138345163497,1.0238968005578601,0.058601666225631205
316,1845,34,1,54732,4,54732,11.291160583496094,119.46033477783203,12.686652183532715,46837,6775,740,380,26685,28047,27573,27159,927,584,37.27170034797551,1.0269283232834199,0.06039726045538592
317,1845,32,1,54747,4,54747,11.30117130279541,119.57289123535156,12.661810874938965,46834,6782,759,372,26665,28082,27587,27160,928,578,37.26931302382913,1.0279893562373659,0.061948000926537725
318,1845,35,1,54777,4,54777,11.304492950439453,119.66566467285156,12.738476753234863,46932,6710,750,385,26752,28025,27587,27190,962,587,37.34729894594416,1.0170758744253503,0.06121343965072897
319,1845,32,1,54716,4,54716,11.321928024291992,119.33094787597656,12.773984909057617,46872,6681,799,364,26674,28042,27528,27188,970,601,37.29955246301659,1.0126801664732883,0.06521271770790993
320,1845,32,1,54632,4,54632,11.279610633850098,118.76712799072266,12.680740356445312,46902,6573,792,365,26653,27979,27494,27138,964,586,37.32342570448038,0.9963099437552648,0.0646413922711698
321,1845,32,1,54745,4,54745,11.266558647155762,119.96124267578125,12.717002868652344,47081,6498,805,361,26631,28114,27703,27042,970,596,37.46586937854762,0.9849417335344152,0.06570242522511577
322,1845,32,1,54633,4,54633,11.2545747756958,119.60987854003906,12.74858283996582,47067,6378,821,367,26544,28089,27587,27046,1001,604,37.45472853253119,0.9667525971810558,0.06700831193766466
323,1845,35,1,54581,4,54581,11.289658546447754,119.90283203125,12.853096008300781,47048,6320,844,369,26456,28125,27572,27009,1002,614,37.43960881293746,0.957961181276932,0.06888552408695367
324,1845,31,1,54697,4,54697,11.234533309936523,119.9067153930664,12.699170112609863,47203,6297,857,340,26494,28203,27672,27025,1017,604,37.56295389383368,0.954474930142538,0.06994655704089964
325,1845,31,1,54494,4,54494,11.231258392333984,119.71598815917969,12.653246879577637,47088,6201,866,339,26341,28153,27528,26966,1023,603,37.47143980155584,0.9399236210598505,0.07068111831670838
326,1845,32,1,54636,4,54636,11.22564697265625,119.98895263671875,12.577372550964355,47234,6183,897,322,26423,28213,27605,27031,1035,621,37.58762291001292,0.9371952506068466,0.07321127382227186
327,1845,32,1,54546,4,54546,11.216480255126953,119.93770599365234,12.568862915039062,47173,6167,880,326,26409,28137,27646,26900,1051,621,37.53908065236989,0.9347700324263987,0.07182376919018867
328,1845,30,1,54457,4,54457,11.212596893310547,119.7346420288086,12.509664535522461,47120,6120,903,314,26302,28155,27592,26865,1034,623,37.49690459245054,0.9276459540213329,0.07370098133947768
329,1845,30,1,54427,4,54427,11.255484580993652,119.38407897949219,12.651580810546875,47192,5983,920,332,26187,28240,27614,26813,1071,655,37.554200371963624,0.9068800233512475,0.07508848597156087
330,1845,30,1,54300,4,54300,11.250317573547363,119.03328704833984,12.568941116333008,47150,5913,915,322,26182,28118,27608,26692,1089,665,37.52077783391432,0.8962696938117878,0.07468039637388935
331,1845,30,1,54287,4,54287,11.275440216064453,119.17652893066406,12.535318374633789,47166,5902,893,326,26126,28161,27553,26734,1103,660,37.533510229361674,0.8946023563127299,0.07288480214413463
332,1845,30,1,54332,4,54332,11.401517868041992,118.41123962402344,12.764341354370117,47130,5904,948,350,26187,28145,27581,26751,1172,703,37.50486233960513,0.8949055085852858,0.07737378771852142
333,1845,28,1,54296,4,54296,11.352776527404785,119.72132873535156,12.54927921295166,47114,5908,949,325,26062,28234,27497,26799,1156,681,37.49212994415778,0.8955118131303978,0.07745540563805572
334,1845,30,1,54445,4,54445,11.410073280334473,120.01173400878906,12.622737884521484,47260,5879,970,336,26111,28334,27548,26897,1209,699,37.60831305261487,0.891116105178336,0.07916938194827614
335,1845,29,1,54138,4,54138,11.416428565979004,119.59921264648438,12.619580268859863,47042,5769,989,338,25820,28318,27414,26724,1221,706,37.4348341646447,0.8744427301877564,0.08072012241942794
336,1845,32,1,54125,4,54125,11.48769474029541,120.00946807861328,12.751643180847168,47006,5732,1044,343,25816,28309,27408,26717,1280,742,37.406186274888164,0.8688344131454706,0.08520910799381473
337,1845,31,1,54078,4,54078,11.528009414672852,119.7715835571289,12.778633117675781,46974,5689,1063,352,25798,28280,27411,26667,1309,766,37.380721483993455,0.8623166392855168,0.08675984846496654
338,1845,30,1,53847,4,53847,11.545498847961426,119.68734741210938,12.701868057250977,46658,5765,1079,345,25695,28152,27209,26638,1317,762,37.129256673908266,0.8738364256426444,0.08806573517751541
339,1845,31,1,54039,4,54039,11.570229530334473,119.96833801269531,12.79491901397705,46842,5719,1113,365,25869,28170,27333,26706,1377,783,37.27567922155281,0.8668639233738566,0.0908407444416818
340,1845,29,1,53920,4,53920,11.61295223236084,119.79476165771484,12.829999923706055,46756,5653,1158,353,25714,28206,27221,26699,1421,800,37.20724259602329,0.8568598983795089,0.09451355082072553
341,1845,25,1,54046,4,54046,11.560699462890625,119.78465270996094,12.698983192443848,46916,5660,1131,339,25731,28315,27203,26843,1441,776,37.33456655049681,0.8579209313334549,0.0923098669932993
342,1845,27,1,53859,4,53859,11.599210739135742,119.54553985595703,12.861807823181152,46696,5687,1091,385,25576,28283,27144,26715,1452,778,37.15949611309572,0.8620134870129608,0.08904515021192708
343,823,26,1,54580,4,54580,11.27746295928955,118.41871643066406,10.13270092010498,47490,6307,656,127,27143,27437,27338,27242,1896,592,37.79134123717055,0.955990691505318,0.053541355214504274
344,823,27,1,54692,4,54692,11.258620262145996,119.52523040771484,10.172450065612793,47620,6284,610,178,27062,27630,27502,27190,1808,592,37.89479195018028,0.9525044403709242,0.04978693091592623
345,823,26,1,54557,4,54557,11.215519905090332,119.98530578613281,10.164916038513184,47576,6210,690,81,26997,27560,27300,27257,1882,583,37.859777862700064,0.9412878062863524,0.05631636447867066
346,823,26,1,54673,4,54673,11.38672924041748,118.28015899658203,11.018596649169922,47633,6163,710,167,27087,27586,27520,27153,1917,600,37.90513702148125,0.9341637278812867,0.05794872286935676
347,823,26,1,54811,4,54811,11.32664680480957,118.18187713623047,10.886628150939941,47774,6187,693,157,27134,27677,27512,27299,1920,583,38.017341256361036,0.9378015551519586,0.05656121823727357
348,823,30,1,54625,4,54625,11.286267280578613,119.55558013916016,10.947402000427246,47671,6089,698,167,27028,27597,27343,27282,1892,587,37.935376460668714,0.922947093796715,0.056969307834945096
349,823,28,1,54669,4,54669,11.185670852661133,118.64202117919922,10.829678535461426,47812,6015,679,163,27015,27654,27401,27268,1836,564,38.0475806955485,0.9117304597121433,0.055418567363793296
350,823,27,1,54606,4,54606,11.200239181518555,119.31120300292969,10.976800918579102,47631,6101,715,159,27027,27579,27364,27242,1857,587,37.90354547205033,0.924766007432051,0.05835681246702829
351,823,28,1,54659,4,54659,11.159942626953125,117.54613494873047,11.068747520446777,47676,6102,712,169,27021,27638,27418,27241,1845,594,37.93935533424601,0.924917583568329,0.05811195870842537
352,823,29,1,54667,4,54667,11.092132568359375,118.84610748291016,11.085955619812012,47664,6117,720,166,27086,27581,27417,27250,1837,596,37.9298060376605,0.9271912256124989,0.058764902064699816
353,823,25,1,54783,4,54783,11.036731719970703,118.42507934570312,11.162514686584473,47711,6186,715,171,27020,27763,27419,27364,1818,591,37.967207449287095,0.9376499790156806,0.05835681246702829
354,823,27,1,54640,4,54640,11.002260208129883,118.38533782958984,11.15264892578125,47502,6264,709,165,27097,27543,27419,27221,1820,593,37.80089053375606,0.9494729176453642,0.05786710494982246
355,823,26,1,54714,4,54714,10.960565567016602,118.29711151123047,11.188745498657227,47626,6215,699,174,27114,27600,27389,27325,1822,591,37.89956659847304,0.9420456869677425,0.057050925754479405
356,823,27,1,54565,4,54565,10.948236465454102,118.05329895019531,11.154976844787598,47479,6212,706,168,26982,27583,27385,27180,1802,578,37.782587715300494,0.9415909585589085,0.05762225119121954
357,823,26,1,54716,4,54716,10.955452919006348,118.71619415283203,11.006534576416016,47620,6255,676,165,27082,27634,27395,27321,1809,557,37.89479195018028,0.9481087324188623,0.05517371360519038
358,823,27,1,54643,4,54643,11.017123222351074,118.3657455444336,11.049524307250977,47496,6305,683,159,27091,27552,27419,27224,1819,560,37.7961158854633,0.9556875392327621,0.05574503904193052
359,823,27,1,54774,4,54774,11.035470962524414,118.3056640625,11.003355979919434,47686,6239,688,161,27172,27602,27513,27261,1846,563,37.9473130814006,0.9456835142384143,0.05615312863960205
360,823,28,1,54785,4,54785,11.083839416503906,117.55111694335938,10.942273139953613,47702,6224,698,161,27172,27613,27428,27357,1892,578,37.96004547684796,0.9434098721942444,0.056969307834945096
361,823,30,1,54559,4,54559,11.097472190856934,118.98091888427734,10.91059398651123,47647,6073,675,164,27004,27555,27352,27207,1805,550,37.91627786749768,0.9205218756162671,0.055092095685656074
362,823,27,1,54715,4,54715,11.162699699401855,117.53821563720703,10.899177551269531,47778,6080,689,168,27100,27615,27522,27193,1841,567,38.020524355222875,0.9215829085702131,0.05623474655913635
363,823,27,1,54716,4,54716,11.209342002868652,117.46009063720703,10.815985679626465,47744,6122,685,165,27105,27611,27405,27311,1811,571,37.99346801489725,0.9279491062938888,0.05590827488099913
364,823,28,1,54722,4,54722,11.269609451293945,119.2489242553711,10.81269359588623,47736,6122,697,167,27057,27665,27466,27256,1781,571,37.98710181717358,0.9279491062938888,0.056887689915410794
365,823,26,1,54782,4,54782,11.303241729736328,118.7643814086914,10.803692817687988,47806,6120,693,163,27137,27645,27481,27301,1735,567,38.042806047255745,0.9276459540213329,0.05656121823727357
366,823,28,1,54619,4,54619,11.356008529663086,118.62532806396484,10.844463348388672,47563,6197,698,161,27104,27515,27340,27279,1730,557,37.84943279139909,0.9393173165147385,0.056969307834945096
367,823,27,1,54654,4,54654,11.363494873046875,117.50910186767578,10.777809143066406,47602,6204,686,162,27077,27577,27438,27216,1749,545,37.880468005302006,0.9403783494686845,0.05598989280053344
368,823,25,1,54775,4,54775,11.375203132629395,117.47461700439453,10.7460355758667,47717,6226,665,167,27112,27663,27462,27313,1745,535,37.97198209757985,0.9437130244668004,0.05427591649031303
369,823,26,1,54620,4,54620,11.44391918182373,117.94766235351562,10.894454002380371,47533,6228,693,166,26928,27692,27454,27166,1774,561,37.825559549935306,0.9440161767393563,0.05656121823727357
370,823,27,1,54827,4,54827,11.432778358459473,117.4512939453125,10.839613914489746,47731,6251,677,168,27216,27611,27410,27417,1770,541,37.98312294359628,0.9475024278737503,0.055255331524724685
371,823,26,1,54766,4,54766,11.434342384338379,118.01244354248047,10.816206932067871,47709,6207,671,179,27116,27650,27435,27331,1781,549,37.965615899856175,0.9408330778775185,0.05476562400751885
372,823,25,1,54672,4,54672,11.444348335266113,117.44684600830078,10.789377212524414,47571,6252,678,171,27073,27599,27428,27244,1767,556,37.85579898912277,0.9476540040100283,0.055336949444258994
373,823,26,1,54645,4,54645,11.469806671142578,117.74274444580078,10.893471717834473,47518,6268,674,185,27126,27519,27373,27272,1767,559,37.81362292920341,0.9500792221904762,0.05501047776612177
374,823,27,1,54779,4,54779,11.49387264251709,119.28999328613281,10.9086275100708,47653,6253,692,181,27202,27577,27587,27192,1807,574,37.92105251579044,0.9478055801463062,0.05647960031773926
375,823,26,1,54810,4,54810,11.501660346984863,117.24451446533203,10.941413879394531,47637,6293,703,177,27154,27656,27508,27302,1825,575,37.90832012034309,0.9538686255974261,0.05737739743261663
376,823,28,1,54566,4,54566,11.5412015914917,118.57478332519531,10.988030433654785,47388,6297,696,185,27040,27526,27407,27159,1811,572,37.71017221619368,0.954474930142538,0.056806071995876485
377,823,27,1,54747,4,54747,11.525588035583496,117.3788070678711,10.86404037475586,47518,6373,665,191,27130,27617,27498,27249,1803,548,37.81362292920341,0.9659947164996657,0.05427591649031303
378,823,30,1,54553,4,54553,11.506447792053223,117.26534271240234,10.671318054199219,47319,6331,715,188,27013,27540,27389,27164,1787,594,37.655263760826976,0.95962851877599,0.05835681246702829
379,823,28,1,54623,4,54623,11.473791122436523,117.52337646484375,10.536052703857422,47454,6293,695,181,27061,27562,27489,27134,1791,584,37.76269334741401,0.9538686255974261,0.05672445407634218
380,823,29,1,54794,4,54794,11.489217758178711,119.9911880493164,10.553261756896973,47627,6261,733,173,27147,27647,27503,27291,1819,604,37.90036237318849,0.9490181892365303,0.05982593501864578
381,823,26,1,54703,4,54703,11.504023551940918,119.64086151123047,10.562146186828613,47604,6207,709,183,27097,27606,27374,27329,1793,598,37.882059554732926,0.9408330778775185,0.05786710494982246
382,823,29,1,54862,4,54862,11.511059761047363,118.7015151977539,10.47902774810791,47741,6242,707,172,27285,27577,27525,27337,1790,591,37.99108069075088,0.9461382426472483,0.05770386911075385
383,823,27,1,54778,4,54778,11.550644874572754,119.3226318359375,10.492025375366211,47637,6263,696,182,27189,27589,27429,27349,1765,590,37.90832012034309,0.9493213415090862,0.056806071995876485
384,823,29,1,54686,4,54686,11.54698371887207,119.64757537841797,10.387299537658691,47581,6238,702,165,27254,27432,27389,27297,1767,587,37.86375673627736,0.9455319381021363,0.05729577951308232
385,823,29,1,54711,4,54711,11.565713882446289,119.8686752319336,10.389955520629883,47579,6261,711,160,27170,27541,27418,27293,1777,587,37.86216518684644,0.9490181892365303,0.05803034078889107
386,823,27,1,54867,4,54867,11.618200302124023,116.29991149902344,10.339113235473633,47542,6460,721,144,27213,27654,27518,27349,1774,594,37.83272152237444,0.9791818403558513,0.05884651998423412
387,823,31,1,54894,4,54894,11.680937767028809,119.89533996582031,10.529946327209473,47512,6529,695,158,27287,27607,27514,27380,1814,576,37.80884828091065,0.989640593759033,0.05672445407634218
388,823,30,1,54728,4,54728,11.726099967956543,118.47394561767578,10.597241401672363,47306,6596,665,161,27090,27638,27455,27273,1783,564,37.644918689526,0.9997961948896588,0.05427591649031303
389,823,26,1,54728,4,54728,11.707113265991211,115.65142059326172,10.545234680175781,47370,6550,668,140,27107,27621,27427,27301,1759,549,37.69584827131541,0.992823692620871,0.05452077024891594
390,823,26,1,54687,4,54687,11.725452423095703,115.25106811523438,10.556385040283203,47352,6524,674,137,27198,27489,27519,27168,1753,554,37.68152432643714,0.9888827130776431,0.05501047776612177
391,823,30,1,54792,4,54792,11.753996849060059,116.54801177978516,10.536152839660645,47372,6633,648,139,27143,27649,27461,27331,1711,532,37.69743982074633,1.0054045119319446,0.05288841185822983
392,823,29,1,54779,4,54779,11.701621055603027,118.00568389892578,10.417143821716309,47465,6565,613,136,27109,27670,27428,27351,1618,509,37.77144686928406,0.9950973346650409,0.05003178467452915
393,823,27,1,54814,4,54814,11.728474617004395,115.88395690917969,10.416213035583496,47463,6581,649,121,27224,27590,27492,27322,1627,541,37.76985531985314,0.9975225528454889,0.05297002977776414
394,823,26,1,54804,4,54804,11.717887878417969,113.65776824951172,10.379141807556152,47587,6445,646,126,27082,27722,27555,27249,1549,537,37.86853138457012,0.9769081983116814,0.05272517601916122
395,823,25,1,54795,4,54795,11.67662525177002,116.98499298095703,10.30501937866211,47682,6339,652,122,27196,27599,27573,27222,1515,557,37.94412998253877,0.9608411278662139,0.05321488353636705
396,823,25,1,54778,4,54778,11.671650886535645,118.27562713623047,10.321102142333984,47697,6297,661,123,27158,27620,27523,27255,1451,563,37.956066603270656,0.954474930142538,0.053949444812175805
397,823,28,1,54663,4,54663,11.650500297546387,119.05558013916016,10.292736053466797,47655,6217,673,118,27050,27613,27494,27169,1433,578,37.92264406522136,0.9423488392402984,0.05492885984658746
398,823,28,1,54659,4,54659,11.681361198425293,119.66390991210938,10.428024291992188,47599,6206,723,131,27109,27550,27482,27177,1475,638,37.87808068115563,0.9406815017412404,0.05900975582330273
399,823,27,1,54709,4,54709,11.643765449523926,119.86028289794922,10.398802757263184,47587,6254,750,118,27144,27565,27565,27144,1462,668,37.86853138457012,0.9479571562825843,0.06121343965072897
400,823,27,1,54625,4,54625,11.668347358703613,116.70188903808594,10.511396408081055,47442,6324,736,123,27028,27597,27516,27109,1496,650,37.753144050828496,0.958567485822044,0.0600707887772487
401,823,26,1,54512,4,54512,11.632782936096191,112.17081451416016,10.536036491394043,47270,6377,746,119,27052,27460,27522,26990,1492,665,37.61627079976946,0.9666010210447777,0.06088696797259175
402,823,28,1,54728,4,54728,11.642960548400879,110.77620697021484,10.614741325378418,47311,6521,780,116,27234,27494,27538,27190,1547,703,37.648897563103304,0.9884279846688091,0.06366197723675814
403,823,28,1,54705,4,54705,11.597077369689941,111.71798706054688,10.553627014160156,47299,6510,781,115,27248,27457,27494,27211,1550,711,37.639348266517786,0.9867606471697511,0.06374359515629244
404,823,30,1,54605,4,54605,11.580954551696777,112.41686248779297,10.616738319396973,47130,6544,816,115,27342,27263,27536,27069,1578,747,37.50486233960513,0.991914235803203,0.06660022233999312
405,823,29,1,54716,4,54716,11.553430557250977,111.96226501464844,10.607090950012207,47130,6673,802,111,27308,27408,27642,27074,1566,734,37.50486233960513,1.0114675573830645,0.06545757146651285
406,823,30,1,54671,4,54671,11.536581993103027,111.57740783691406,10.700490951538086,47076,6655,821,119,27250,27421,27570,27101,1611,760,37.46189050497033,1.0087391869300606,0.06700831193766466
407,823,29,1,54882,4,54882,11.460875511169434,111.4900131225586,10.63516616821289,47252,6740,775,115,27317,27565,27770,27112,1608,715,37.60194685489119,1.0216231585136901,0.06325388763908661
408,823,30,1,54906,4,54906,11.426656723022461,111.6647720336914,10.670771598815918,47192,6846,756,112,27313,27593,27741,27165,1602,695,37.554200371963624,1.0376902289591576,0.061703147167934805
409,823,32,1,55031,4,55031,11.357339859008789,111.05054473876953,10.636663436889648,47329,6866,724,112,27347,27684,28011,27020,1608,664,37.66322150798157,1.0407217516847176,0.05909137374283704
410,823,32,1,55039,4,55039,11.31223201751709,110.65176391601562,10.614608764648438,47253,6983,694,109,27279,27760,28065,26974,1657,636,37.60274262960665,1.058456159629243,0.056642836156807874
411,823,31,1,55184,4,55184,11.265630722045898,111.97937774658203,10.622015953063965,47289,7108,670,117,27293,27891,28135,27049,1712,622,37.631390519363194,1.0774031766639924,0.05468400608798455
412,823,31,1,55226,4,55226,11.193670272827148,113.41131591796875,10.540938377380371,47262,7195,660,109,27309,27917,28109,27117,1768,606,37.60990460204579,1.090590300520178,0.053867826892641496
413,823,32,1,55182,4,55182,11.117006301879883,119.40319061279297,10.480132102966309,47203,7247,626,106,27158,28024,28172,27010,1714,582,37.56295389383368,1.0984722596066339,0.05109281762847512
414,823,30,1,55325,4,55325,11.093974113464355,118.79080200195312,10.502957344055176,47397,7156,669,103,27305,28020,28263,27062,1781,581,37.71733418863282,1.0846788312053364,0.05460238816845024
415,823,32,1,55063,4,55063,11.056558609008789,119.98331451416016,10.457175254821777,47223,7130,610,100,27181,27882,28086,26977,1825,530,37.57886938814287,1.0807378516621085,0.04978693091592623
416,823,32,1,55051,4,55051,11.062976837158203,119.9535140991211,10.58476448059082,47230,7098,613,110,27071,27980,28033,27018,1904,534,37.584439811151086,1.0758874153012126,0.05003178467452915
417,823,34,1,55048,4,55048,11.055571556091309,119.71356964111328,10.642708778381348,47231,7100,609,108,27176,27872,28066,26982,1984,524,37.58523558586654,1.0761905675737684,0.04970531299639193
418,823,34,1,55046,4,55046,11.029664993286133,119.61705780029297,10.607783317565918,47267,7097,583,99,26970,28076,28077,26969,2007,503,37.61388347562308,1.0757358391649345,0.04758324708849999
419,823,33,1,54903,4,54903,11.039628982543945,118.52586364746094,10.742718696594238,47137,7065,600,101,26926,27977,27998,26905,2089,507,37.510432762613355,1.0708854028040387,0.048970751720583176
420,823,34,1,54963,4,54963,11.040233612060547,117.96691131591797,10.765311241149902,47154,7116,598,95,26945,28018,28047,26916,2147,503,37.52396093277616,1.0786157857542165,0.048807515881514565
421,823,36,1,54826,4,54826,11.04051685333252,119.7381591796875,10.834555625915527,47012,7128,589,97,26812,28014,27928,26898,2236,504,37.410960923180916,1.0804346993895524,0.04807295460570582
422,823,32,1,54862,4,54862,11.009296417236328,118.16133117675781,10.808847427368164,47031,7151,589,91,26833,28029,27993,26869,2278,491,37.42608064277465,1.0839209505239462,0.04807295460570582
423,823,33,1,54765,4,54765,10.980392456054688,117.75444793701172,10.866216659545898,46951,7125,593,96,26754,28011,27865,26900,2341,487,37.36241866553789,1.0799799709807185,0.04839942628384304
424,823,37,1,54625,4,54625,10.959457397460938,116.60079956054688,10.90082836151123,46828,7100,596,101,26575,28050,27756,26869,2454,493,37.264538375536375,1.0761905675737684,0.04864428004244596
425,823,35,1,54711,4,54711,10.975266456604004,119.93478393554688,10.996633529663086,46877,7160,565,109,26583,28128,27831,26880,2517,458,37.303531336593885,1.0852851357504483,0.046114124536882496
426,823,37,1,54386,4,54386,10.966100692749023,119.37596893310547,10.987916946411133,46578,7140,561,107,26406,27980,27663,26723,2601,460,37.0655946966715,1.0822536130248883,0.045787652858745274
427,823,38,1,54282,4,54282,10.998156547546387,118.88895416259766,11.056744575500488,46450,7154,569,109,26242,28040,27553,26729,2659,468,36.96373553309269,1.0843756789327803,0.04644059621501972
428,823,38,1,54113,4,54113,11.033421516418457,119.24110412597656,11.111137390136719,46230,7217,552,114,26175,27938,27491,26622,2691,460,36.788665095691606,1.093924975518294,0.04505309158293652
429,823,37,1,54014,4,54014,11.082884788513184,119.62358093261719,11.142769813537598,46038,7325,543,108,25975,28039,27275,26739,2730,449,36.635876350323386,1.1102951982363176,0.044318530307127776
430,823,36,1,53901,4,53901,11.216723442077637,119.19474029541016,11.186213493347168,45832,7452,510,107,25948,27953,27210,26691,2794,418,36.471946758938735,1.129545367543623,0.0416251389624957
431,823,38,1,53874,4,53874,11.316655158996582,118.56961822509766,11.268560409545898,45854,7406,497,117,25928,27946,27123,26751,2794,402,36.489453802678845,1.1225728652748352,0.04056410600854973
432,823,37,1,53799,4,53799,11.39160442352295,119.8405990600586,11.167656898498535,45869,7307,515,108,26036,27763,27094,26705,2755,413,36.50139042341073,1.1075668277833135,0.04203322856016723
433,823,37,1,53709,4,53709,11.459310531616211,119.89791107177734,10.9978609085083,45770,7323,524,92,26056,27653,27140,26569,2710,418,36.42260872658025,1.1099920459637616,0.042767789835975976
434,823,34,1,53780,4,53780,11.529885292053223,119.0167465209961,10.805310249328613,45720,7462,530,68,26028,27752,27173,26607,2739,391,36.38281999080727,1.131061128906403,0.04325749735318181
435,823,34,1,53698,4,53698,11.567595481872559,117.71053314208984,10.636837005615234,45596,7573,476,53,25939,27759,27264,26434,2683,323,36.2841439260903,1.1478860800332604,0.03885012969832932
436,823,34,1,53805,4,53805,11.617020606994629,116.93059539794922,10.518043518066406,45758,7548,451,48,26036,27769,27246,26559,2663,289,36.41305942999473,1.1440966766263105,0.03680968170997169
