frame,ego70_pcd_num_points,ego70_pcd_mean_range,ego70_pcd_max_range,ego70_pcd_std_range,ego70_pcd_near_20m,ego70_pcd_mid_20_50m,ego70_pcd_far_50_80m,ego70_pcd_very_far_80m,ego70_pcd_front_points,ego70_pcd_back_points,ego70_pcd_left_points,ego70_pcd_right_points,ego70_pcd_front_far_30m,ego70_pcd_front_far_50m,ego70_pcd_density_0_20,ego70_pcd_density_20_50,ego70_pcd_density_50_80
1098,55902,10.666614532470703,75.18470764160156,7.742094993591309,50526,5149,227,0,27688,28214,27952,27950,809,66,40.207313273305516,0.7804655256953992,0.0185272677342873
1099,55988,10.684823989868164,75.18324279785156,7.785683631896973,50584,5157,247,0,27702,28286,28044,27944,824,75,40.25346820680217,0.7816781347856231,0.02015962612497341
1100,55890,10.68868350982666,75.20753479003906,7.80140495300293,50454,5192,244,0,27638,28252,27948,27942,845,82,40.15001749379243,0.786983299555353,0.019914772366370494
1101,55834,10.655790328979492,75.00130462646484,7.760734558105469,50407,5197,230,0,27606,28228,27963,27871,852,73,40.11261608216584,0.787741180236743,0.018772121492890217
1102,55858,10.679925918579102,75.15145111083984,7.801454067230225,50409,5209,240,0,27625,28233,27932,27926,845,72,40.11420763159676,0.7895600938720789,0.019588300688233272
1103,55949,10.671517372131348,75.19698333740234,7.814976692199707,50472,5231,246,0,27623,28326,27990,27959,854,76,40.164341438670704,0.7928947688701948,0.020078008205439105
1104,55857,10.655523300170898,75.24005889892578,7.843401908874512,50380,5232,245,0,27687,28170,28030,27827,856,72,40.09113016484844,0.7930463450064728,0.0199963902859048
1105,55885,10.625481605529785,75.1983642578125,7.822338104248047,50478,5167,240,0,27633,28252,27941,27944,852,75,40.16911608696346,0.7831938961484031,0.019588300688233272
1106,55863,10.616398811340332,75.19548797607422,7.863622188568115,50459,5161,243,0,27590,28273,27999,27864,878,77,40.153996367369736,0.7822844393307351,0.019833154446836188
1107,55912,10.613301277160645,75.21701049804688,7.924080848693848,50408,5260,244,0,27677,28235,28107,27805,885,74,40.1134118568813,0.7972904768222567,0.019914772366370494
1108,55836,10.570503234863281,75.20852661132812,7.930502891540527,50306,5289,241,0,27680,28156,27983,27853,875,76,40.032242835904434,0.8016861847743185,0.019669918607767577
1109,55885,10.548134803771973,75.21721649169922,7.952561378479004,50256,5391,238,0,27701,28184,27945,27940,884,76,39.99245410013146,0.8171469506746741,0.01942506484916466
1110,55894,10.488778114318848,75.17322540283203,7.978443622589111,50326,5333,235,0,27638,28256,28052,27842,866,72,40.048158330213624,0.8083555347705503,0.019180211090561745
1111,55857,10.450780868530273,74.98343658447266,8.006771087646484,50274,5353,230,0,27663,28194,28000,27857,871,77,40.00677804500973,0.8113870574961103,0.018772121492890217
1112,55817,10.445337295532227,74.64815521240234,8.06911563873291,50179,5404,234,0,27696,28121,27926,27891,879,77,39.93117944704108,0.8191174404462881,0.01909859317102744
1113,55834,10.393774032592773,75.20808410644531,8.062423706054688,50228,5377,229,0,27635,28199,27975,27859,853,66,39.97017240809859,0.8150248847667821,0.018690503573355912
1114,55923,10.410608291625977,75.2048568725586,8.127585411071777,50261,5425,237,0,27653,28270,27931,27992,877,75,39.99643297370876,0.822300539308126,0.019343446929630356
1115,55962,10.429239273071289,75.00958251953125,8.104318618774414,50270,5458,234,0,27702,28260,27980,27982,873,76,40.00359494614789,0.8273025518052998,0.01909859317102744
1116,55725,10.436206817626953,74.68475341796875,8.077985763549805,50094,5397,234,0,27627,28098,27857,27868,870,70,39.86353859622702,0.8180564074923421,0.01909859317102744
1117,55846,10.474337577819824,75.21894073486328,8.022649765014648,50169,5446,231,0,27609,28237,27941,27905,856,73,39.92322169988648,0.8254836381699638,0.018853739412424523
1118,55910,10.525069236755371,75.19406127929688,7.989566326141357,50189,5489,232,0,27632,28278,27962,27948,878,74,39.93913719419567,0.8320014120299176,0.01893535733195883
1119,55840,10.580363273620605,75.18701934814453,7.981792449951172,50081,5523,236,0,27628,28212,27988,27852,878,74,39.85319352492605,0.8371550006633696,0.01926182901009605
1120,55857,10.601299285888672,75.17060089111328,7.9499969482421875,50118,5493,246,0,27685,28172,27996,27861,868,78,39.882637189398054,0.8326077165750296,0.020078008205439105
1121,55976,10.632255554199219,75.1750259399414,7.921491622924805,50214,5524,238,0,27652,28324,28033,27943,878,74,39.95903156208216,0.8373065767996475,0.01942506484916466
1122,55849,10.665323257446289,75.16293334960938,7.911566734313965,50102,5502,245,0,27624,28225,28023,27826,875,78,39.8699047939507,0.8339719018015316,0.0199963902859048
1123,55872,10.67933177947998,75.20124816894531,7.886814117431641,50175,5459,238,0,27679,28193,27906,27966,881,77,39.92799634817924,0.8274541279415778,0.01942506484916466
1124,55829,10.693172454833984,75.24262237548828,7.866726875305176,50167,5429,233,0,27629,28200,28004,27825,880,75,39.92163015045556,0.822906843853238,0.019016975251493134
1125,55883,10.695920944213867,75.17787170410156,7.86055850982666,50278,5359,246,0,27684,28199,27986,27897,870,78,40.00996114387157,0.8122965143137783,0.020078008205439105
1126,55818,10.724153518676758,74.99121856689453,7.870591163635254,50215,5365,238,0,27567,28251,27957,27861,867,71,39.95982733679762,0.8132059711314462,0.01942506484916466
1127,55958,10.728375434875488,75.16190338134766,7.856739044189453,50355,5361,242,0,27721,28237,28026,27932,882,75,40.07123579696195,0.8125996665863342,0.019751536527301883
1128,55872,10.728729248046875,75.19012451171875,7.840359210968018,50296,5334,242,0,27679,28193,27966,27906,869,75,40.02428508874984,0.8085071109068284,0.019751536527301883
1129,55839,10.74385929107666,75.2125015258789,7.8757100105285645,50236,5354,249,0,27628,28211,27956,27883,888,78,39.97653860582227,0.8115386336323882,0.02032286196404202
1130,55841,10.740748405456543,75.19259643554688,7.8628249168396,50213,5379,249,0,27671,28170,27957,27884,869,76,39.958235787366704,0.8153280370393382,0.02032286196404202
1131,55821,10.728879928588867,75.19548034667969,7.814697265625,50270,5307,244,0,27634,28187,27988,27833,866,77,40.00359494614789,0.8044145552273224,0.019914772366370494
1132,55914,10.739015579223633,75.0370864868164,7.826372146606445,50319,5355,240,0,27664,28250,28049,27865,869,74,40.04258790720541,0.8116902097686662,0.019588300688233272
1133,55842,10.765597343444824,75.1744613647461,7.871255874633789,50265,5324,253,0,27648,28194,27894,27948,874,77,39.999616072570596,0.8069913495440484,0.02064933364217924
1134,55805,10.75918960571289,75.02935791015625,7.849225997924805,50246,5322,237,0,27600,28205,27901,27904,887,77,39.98449635297686,0.8066881972714924,0.019343446929630356
1135,55955,10.74806022644043,75.17559814453125,7.834028244018555,50370,5341,244,0,27667,28288,28045,27910,867,74,40.08317241769384,0.8095681438607744,0.019914772366370494
1136,55815,10.745749473571777,75.01665496826172,7.828587532043457,50291,5280,244,0,27598,28217,27868,27947,868,79,40.02030621517254,0.8003219995478166,0.019914772366370494
1137,55989,10.75273609161377,74.64176940917969,7.835033893585205,50434,5317,238,0,27734,28255,28079,27910,882,72,40.13410199948325,0.8059303165901024,0.01942506484916466
1138,55949,10.758208274841309,74.64327239990234,7.834442615509033,50374,5336,239,0,27643,28306,28029,27920,868,74,40.08635551655568,0.8088102631793843,0.019506682768698966
1139,55871,10.756670951843262,75.20149993896484,7.814192295074463,50300,5336,235,0,27643,28228,27986,27885,878,78,40.027468187611674,0.8088102631793843,0.019180211090561745
1140,55917,10.749856948852539,74.31717681884766,7.794193744659424,50339,5349,229,0,27670,28247,27970,27947,876,76,40.0585034015146,0.8107807529509983,0.018690503573355912
1141,55854,10.754066467285156,74.63250732421875,7.8133134841918945,50248,5375,231,0,27649,28205,27942,27912,873,78,39.98608790240778,0.8147217324942262,0.018853739412424523
1142,55869,10.758954048156738,74.67050170898438,7.821788311004639,50271,5367,231,0,27620,28249,27948,27921,878,72,40.00439072086335,0.8135091234040022,0.018853739412424523
1143,55898,10.747916221618652,74.6385726928711,7.786637783050537,50329,5347,222,0,27720,28178,27985,27913,890,74,40.05054565436,0.8104776006784423,0.018119178136615777
1144,55908,10.755653381347656,75.20856475830078,7.821408271789551,50338,5331,239,0,27731,28177,28023,27885,870,79,40.057707626799136,0.8080523824979944,0.019506682768698966
1145,55845,10.766845703125,75.18435668945312,7.8182597160339355,50257,5360,228,0,27720,28125,27940,27905,882,76,39.99324987484692,0.8124480904500563,0.018608885653821607
1146,55816,10.75216007232666,75.20999145507812,7.808553695678711,50252,5340,224,0,27609,28207,27965,27851,887,73,39.98927100126962,0.8094165677244963,0.01828241397568439
1147,55900,10.75586986541748,75.19281005859375,7.80372953414917,50340,5337,223,0,27670,28230,27946,27954,876,74,40.059299176230056,0.8089618393156623,0.018200796056150083
1148,55876,10.752771377563477,75.18696594238281,7.806190013885498,50284,5359,233,0,27715,28161,27999,27877,871,77,40.01473579216432,0.8122965143137783,0.019016975251493134
1149,55834,10.783038139343262,75.19688415527344,7.836930751800537,50217,5384,233,0,27615,28219,27961,27873,894,79,39.96141888622854,0.8160859177207281,0.019016975251493134
1150,55870,10.758038520812988,75.1697006225586,7.8176960945129395,50302,5338,230,0,27640,28230,27956,27914,873,76,40.029059737042594,0.8091134154519404,0.018772121492890217
1151,55778,10.747987747192383,75.15718078613281,7.800478935241699,50209,5344,225,0,27681,28097,27874,27904,872,76,39.955052688504864,0.8100228722696083,0.018364031895218694
1152,55916,10.779273986816406,75.1965103149414,7.823811054229736,50297,5395,224,0,27675,28241,28028,27888,882,73,40.0250808634653,0.817753255219786,0.01828241397568439
1153,55809,10.761775970458984,75.16568756103516,7.791323184967041,50228,5357,224,0,27625,28184,27932,27877,872,78,39.97017240809859,0.8119933620412223,0.01828241397568439
1154,55829,10.752840995788574,75.1800308227539,7.78889799118042,50255,5354,220,0,27658,28171,27967,27862,872,72,39.991658325416,0.8115386336323882,0.017955942297547167
1155,55918,10.757217407226562,75.19158935546875,7.794637680053711,50333,5360,225,0,27623,28295,28025,27893,869,75,40.05372875322184,0.8124480904500563,0.018364031895218694
1156,56031,10.752859115600586,75.19453430175781,7.78078031539917,50433,5382,216,0,27744,28287,28058,27973,865,70,40.133306224767786,0.8157827654481722,0.017629470619409945
1157,55931,10.738813400268555,75.15763854980469,7.783502101898193,50376,5333,222,0,27726,28205,28055,27876,865,77,40.0879470659866,0.8083555347705503,0.018119178136615777
1158,55848,10.747960090637207,75.2004165649414,7.79621696472168,50296,5327,225,0,27592,28256,27937,27911,869,75,40.02428508874984,0.8074460779528824,0.018364031895218694
1159,55845,10.751715660095215,75.1809310913086,7.774348258972168,50267,5365,213,0,27626,28219,27958,27887,861,68,40.001207622001516,0.8132059711314462,0.01738461686080703
1160,55852,10.751267433166504,75.20977783203125,7.798341274261475,50259,5366,227,0,27588,28264,28009,27843,871,78,39.99484142427784,0.8133575472677242,0.0185272677342873
1161,55773,10.762157440185547,75.18978118896484,7.805022239685059,50189,5369,215,0,27628,28145,27923,27850,876,77,39.93913719419567,0.8138122756765582,0.01754785269987564
1162,55806,10.756013870239258,75.15045928955078,7.8091654777526855,50204,5386,216,0,27633,28173,27878,27928,872,72,39.95107381492757,0.8163890699932841,0.017629470619409945
1163,55865,10.76859188079834,75.19588470458984,7.807036876678467,50243,5400,222,0,27663,28202,27927,27938,872,78,39.982109028830486,0.8185111359011761,0.018119178136615777
1164,55865,10.750345230102539,75.19721221923828,7.784817695617676,50266,5392,207,0,27637,28228,27978,27887,880,75,40.00041184728605,0.817298526810952,0.016894909343601196
1165,55979,10.781676292419434,75.22516632080078,7.816315650939941,50331,5426,222,0,27661,28318,28082,27897,869,76,40.05213720379092,0.8224521154444039,0.018119178136615777
1166,55844,10.757261276245117,75.2079086303711,7.811525344848633,50270,5351,223,0,27649,28195,27997,27847,870,77,40.00359494614789,0.8110839052235542,0.018200796056150083
1167,55833,10.756142616271973,75.17830657958984,7.812114715576172,50257,5358,218,0,27629,28204,27920,27913,870,73,39.99324987484692,0.8121449381775002,0.017792706458478556
1168,55847,10.760433197021484,75.19970703125,7.809732437133789,50249,5377,221,0,27682,28165,28015,27832,869,74,39.986883677123245,0.8150248847667821,0.018037560217081472
1169,55906,10.756927490234375,75.18296813964844,7.79600191116333,50298,5394,214,0,27719,28187,27953,27953,869,74,40.025876638180755,0.8176016790835081,0.017466234780341334
1170,55884,10.759207725524902,75.18521118164062,7.810791015625,50296,5363,225,0,27672,28212,28013,27871,878,77,40.02428508874984,0.8129028188588903,0.018364031895218694
1171,55915,10.743000984191895,75.18563842773438,7.788300037384033,50368,5329,218,0,27635,28280,28089,27826,873,73,40.08158086826292,0.8077492302254383,0.017792706458478556
1172,55768,10.733019828796387,75.16801452636719,7.780890941619873,50254,5298,216,0,27567,28201,27940,27828,865,76,39.99086255070054,0.8030503700008205,0.017629470619409945
1173,55806,10.755958557128906,75.1733169555664,7.776768684387207,50268,5326,212,0,27596,28210,27930,27876,882,73,40.00200339671697,0.8072945018166043,0.017302998941272723
1174,55960,10.766087532043457,74.63935852050781,7.8167805671691895,50335,5399,226,0,27684,28276,27976,27984,877,76,40.05532030265276,0.818359559764898,0.018445649814753
1175,55889,10.778154373168945,75.20928192138672,7.8316264152526855,50259,5407,223,0,27633,28256,28012,27877,888,79,39.99484142427784,0.8195721688551221,0.018200796056150083
1176,55907,10.758696556091309,75.20191955566406,7.801912307739258,50315,5375,217,0,27614,28293,27955,27952,881,73,40.03940480834357,0.8147217324942262,0.01771108853894425
1177,55904,10.743465423583984,75.14544677734375,7.786434173583984,50320,5369,215,0,27609,28295,27999,27905,864,73,40.043383681920865,0.8138122756765582,0.01754785269987564
1178,55880,10.756070137023926,75.17955017089844,7.782040119171143,50296,5367,217,0,27688,28192,27922,27958,865,75,40.02428508874984,0.8135091234040022,0.01771108853894425
1179,55861,10.75247859954834,75.19451141357422,7.787630558013916,50290,5351,220,0,27635,28226,27967,27894,874,76,40.01951044045708,0.8110839052235542,0.017955942297547167
1180,56038,10.74935245513916,75.18099212646484,7.792273044586182,50450,5376,212,0,27742,28296,28056,27982,885,74,40.1468343949306,0.8148733086305041,0.017302998941272723
1181,55809,10.75998592376709,75.18167114257812,7.780013084411621,50231,5365,213,0,27612,28197,27911,27898,874,77,39.972559732244974,0.8132059711314462,0.01738461686080703
1182,55927,10.759360313415527,75.17271423339844,7.796285152435303,50324,5389,214,0,27725,28202,28023,27904,869,77,40.046566780782705,0.8168437984021181,0.017466234780341334
1183,55837,10.781296730041504,75.15985107421875,7.835208415985107,50194,5423,220,0,27658,28179,27909,27928,890,73,39.94311606777297,0.8219973870355699,0.017955942297547167
1184,55834,10.748857498168945,74.2796859741211,7.796046733856201,50254,5366,214,0,27620,28214,27978,27856,873,72,39.99086255070054,0.8133575472677242,0.017466234780341334
1185,55879,10.768278121948242,75.1598129272461,7.8104567527771,50273,5387,219,0,27631,28248,27931,27948,875,76,40.00598227029427,0.8165406461295621,0.01787432437801286
1186,55898,10.756696701049805,75.16381072998047,7.794154644012451,50288,5394,216,0,27645,28253,27992,27906,880,78,40.01791889102616,0.8176016790835081,0.017629470619409945
1187,55910,10.757451057434082,74.65729522705078,7.799366474151611,50313,5381,216,0,27654,28256,28064,27846,883,72,40.03781325891265,0.8156311893118942,0.017629470619409945
1188,55939,10.743573188781738,75.23181915283203,7.777165412902832,50366,5357,216,0,27687,28252,28014,27925,872,76,40.079989318832006,0.8119933620412223,0.017629470619409945
1189,55907,10.783491134643555,75.19586181640625,7.839792728424072,50294,5393,220,0,27665,28242,28043,27864,896,75,40.02269353931892,0.8174501029472301,0.017955942297547167
1190,55744,10.724187850952148,74.68960571289062,7.763943195343018,50223,5306,215,0,27606,28138,27927,27817,864,78,39.966193534521295,0.8042629790910445,0.01754785269987564
1191,55809,10.744402885437012,75.15518188476562,7.780625820159912,50232,5361,216,0,27586,28223,27934,27875,873,81,39.97335550696043,0.8125996665863342,0.017629470619409945
1192,55940,10.754531860351562,75.1968765258789,7.800291538238525,50318,5410,212,0,27672,28268,28037,27903,891,75,40.041792132489945,0.8200268972639561,0.017302998941272723
1193,55924,10.742456436157227,74.61145782470703,7.768220901489258,50302,5413,209,0,27682,28242,28030,27894,877,78,40.029059737042594,0.82048162567279,0.017058145182669807
1194,55730,10.749543190002441,75.20647430419922,7.803065776824951,50149,5368,213,0,27568,28162,27914,27816,869,74,39.90730620557729,0.8136606995402802,0.01738461686080703
1195,56003,10.749883651733398,75.2151107788086,7.785189628601074,50399,5392,212,0,27764,28239,28103,27900,884,75,40.106249884442164,0.817298526810952,0.017302998941272723
1196,55882,10.753870010375977,75.15222930908203,7.780644416809082,50283,5394,205,0,27633,28249,28022,27860,879,72,40.01394001744887,0.8176016790835081,0.016731673504532585
1197,55893,10.730046272277832,75.23087310791016,7.775605201721191,50320,5363,210,0,27687,28206,27891,28002,878,78,40.043383681920865,0.8129028188588903,0.017139763102204112
1198,55817,10.737303733825684,75.22352600097656,7.769728660583496,50269,5338,210,0,27625,28192,28003,27814,869,74,40.002799171432436,0.8091134154519404,0.017139763102204112
1199,55863,10.743480682373047,75.2109375,7.7733473777771,50275,5371,217,0,27607,28256,27985,27878,853,79,40.00757381972519,0.8141154279491142,0.01771108853894425
1200,55765,10.742551803588867,75.19844055175781,7.780515193939209,50179,5380,206,0,27622,28143,27949,27816,876,80,39.93117944704108,0.8154796131756161,0.01681329142406689
1201,55884,10.754226684570312,75.12625885009766,7.799936294555664,50262,5412,210,0,27671,28213,27978,27906,874,74,39.99722874842421,0.820330049536512,0.017139763102204112
1202,55764,10.731328010559082,75.20503997802734,7.75014066696167,50234,5318,212,0,27607,28157,27946,27818,852,76,39.97494705639135,0.8060818927263804,0.017302998941272723
1203,55801,10.741625785827637,75.22747039794922,7.77474308013916,50237,5357,207,0,27642,28159,27953,27848,885,79,39.97733438053773,0.8119933620412223,0.016894909343601196
1204,55931,10.747980117797852,75.21100616455078,7.770844459533691,50342,5381,208,0,27686,28245,28007,27924,869,76,40.060890725660975,0.8156311893118942,0.0169765272631355
1205,55772,10.73393726348877,75.17144775390625,7.754038333892822,50205,5365,202,0,27608,28164,27937,27835,878,75,39.951869589643024,0.8132059711314462,0.016486819745929672
1206,55814,10.749258041381836,75.16993713378906,7.808640480041504,50234,5362,218,0,27617,28197,28010,27804,880,78,39.97494705639135,0.8127512427226122,0.017792706458478556
1207,55887,10.752875328063965,75.1761474609375,7.785645484924316,50281,5396,210,0,27686,28201,28091,27796,892,77,40.01234846801795,0.8179048313560641,0.017139763102204112
1208,55825,10.744497299194336,75.19666290283203,7.766952991485596,50256,5357,212,0,27602,28223,27936,27889,839,73,39.99245410013146,0.8119933620412223,0.017302998941272723
1209,55744,10.731969833374023,75.167724609375,7.770596981048584,50202,5330,212,0,27571,28173,27959,27785,863,74,39.94948226549665,0.8079008063617164,0.017302998941272723
1210,55881,10.757580757141113,75.19741821289062,7.797407627105713,50266,5400,215,0,27721,28160,27942,27939,882,80,40.00041184728605,0.8185111359011761,0.01754785269987564
1211,55824,10.758760452270508,75.20220947265625,7.796504974365234,50219,5392,213,0,27590,28234,27953,27871,868,74,39.963010435659456,0.817298526810952,0.01738461686080703
1212,55915,10.737250328063965,75.1685562133789,7.779764175415039,50331,5373,211,0,27715,28200,28031,27884,882,74,40.05213720379092,0.8144185802216701,0.017221381021738418
1213,55858,10.760961532592773,75.19096374511719,7.820040702819824,50247,5394,217,0,27563,28295,27969,27889,888,80,39.985292127692325,0.8176016790835081,0.01771108853894425
1214,55872,10.758230209350586,75.20231628417969,7.820537090301514,50241,5410,221,0,27626,28246,28014,27858,902,88,39.980517479399566,0.8200268972639561,0.018037560217081472
1215,55870,10.817024230957031,74.1703109741211,7.960629940032959,50133,5492,245,0,27564,28306,27970,27900,920,84,39.89457381012994,0.8324561404387516,0.0199963902859048
1216,56007,10.80064582824707,72.62360382080078,7.904094696044922,50238,5526,243,0,27677,28330,28172,27835,955,86,39.97813015525319,0.8376097290722035,0.019833154446836188
1217,55999,10.7675199508667,73.4794692993164,7.810649871826172,50285,5498,216,0,27621,28378,28048,27951,952,93,40.01553156687979,0.8333655972564197,0.017629470619409945
1218,55824,10.789613723754883,72.4250259399414,7.778878211975098,50062,5560,202,0,27567,28257,27996,27828,937,82,39.83807380533232,0.8427633177056554,0.016486819745929672
1219,55896,10.797006607055664,73.13562774658203,7.759118556976318,50099,5598,199,0,27605,28291,28023,27873,942,83,39.86751746980432,0.8485232108842192,0.016241965987326756
1220,55744,10.81039810180664,74.20883178710938,7.791852951049805,49942,5609,193,0,27555,28189,27997,27747,961,73,39.742580839477185,0.8501905483832771,0.015752258470120923
1221,55892,10.844813346862793,74.58695983886719,7.841187953948975,50050,5638,204,0,27467,28425,27933,27959,1001,93,39.82852450874681,0.854586256335339,0.01665005558499828
1222,55789,10.87893295288086,74.65040588378906,7.865340709686279,49937,5638,214,0,27566,28223,27961,27828,1015,90,39.73860196589989,0.854586256335339,0.017466234780341334
1223,55826,10.901994705200195,74.2657699584961,7.907557487487793,49892,5711,223,0,27578,28248,28005,27821,1102,99,39.70279210370421,0.8656513142836326,0.018200796056150083
1224,55850,10.904328346252441,74.23357391357422,7.92104434967041,49922,5707,221,0,27597,28253,27981,27869,1135,91,39.726665345167994,0.8650450097385207,0.018037560217081472
1225,55753,10.915173530578613,71.09265899658203,7.920573711395264,49831,5717,205,0,27631,28122,28037,27716,1187,91,39.654249846061184,0.8665607711013007,0.016731673504532585
1226,55761,10.947651863098145,70.97608947753906,7.978370666503906,49842,5699,220,0,27501,28260,27853,27908,1201,91,39.66300336793124,0.8638324006482967,0.017955942297547167
1227,55697,10.960138320922852,69.98184204101562,7.9772186279296875,49843,5638,216,0,27535,28162,27903,27794,1214,83,39.663799142646695,0.854586256335339,0.017629470619409945
1228,55715,10.966730117797852,69.646728515625,7.955596446990967,49826,5683,206,0,27545,28170,27808,27907,1202,82,39.65027097248389,0.8614071824678488,0.01681329142406689
1229,55549,10.976686477661133,71.18190002441406,7.959109306335449,49718,5627,204,0,27398,28151,27711,27838,1179,82,39.56432730321426,0.852918918836281,0.01665005558499828
1230,55649,10.99001407623291,70.87327575683594,7.975223541259766,49851,5582,216,0,27415,28234,27832,27817,1175,90,39.670165340370374,0.8460979927037713,0.017629470619409945
1231,55667,11.011648178100586,69.04624938964844,7.9627885818481445,49883,5575,209,0,27425,28242,27824,27843,1135,79,39.69563013126508,0.8450369597498253,0.017058145182669807
1232,55827,11.025228500366211,68.81948852539062,8.033446311950684,50008,5592,227,0,27457,28370,27807,28020,1165,92,39.79510197069751,0.8476137540665512,0.0185272677342873
1233,55611,11.036394119262695,71.15605926513672,7.985221862792969,49826,5568,217,0,27280,28331,27705,27906,1141,86,39.65027097248389,0.8439759267958793,0.01771108853894425
1234,49475,12.189374923706055,80.01838684082031,10.675722122192383,42456,6119,899,1,24553,24922,24896,24579,1543,552,33.78541131954754,0.9274943778850548,0.07337450966134046
1235,49394,12.174888610839844,80.56766510009766,10.685746192932129,42398,6099,895,2,24507,24887,24858,24536,1539,541,33.73925638605089,0.924462855159495,0.07304803798320324
1236,49485,12.173816680908203,79.98798370361328,10.682607650756836,42476,6105,904,0,24523,24962,24854,24631,1556,556,33.80132681385673,0.925372311977163,0.073782599259012
1237,49405,12.161727905273438,80.56526184082031,10.687992095947266,42391,6125,888,1,24535,24870,24764,24641,1558,542,33.733685963042674,0.9284038347027228,0.07247671254646311
1238,49427,12.16040325164795,80.54772186279297,10.692654609680176,42398,6134,894,1,24517,24910,24829,24598,1584,544,33.73925638605089,0.9297680199292248,0.07296642006366894
1239,49306,12.15298080444336,80.01085662841797,10.702042579650879,42287,6123,895,1,24494,24812,24781,24525,1579,548,33.65092539263489,0.9281006824301669,0.07304803798320324
1240,49489,12.129133224487305,80.54327392578125,10.682564735412598,42453,6140,895,1,24543,24946,24906,24583,1571,539,33.783023995401166,0.9306774767468928,0.07304803798320324
1241,49391,12.126974105834961,79.98668670654297,10.706340789794922,42341,6153,897,0,24428,24963,24840,24551,1573,553,33.6938972272697,0.9326479665185067,0.07321127382227186
1242,49513,12.082415580749512,80.54923248291016,10.682324409484863,42489,6126,896,2,24583,24930,24904,24609,1580,556,33.81167188515771,0.9285554108390008,0.07312965590273755
1243,49302,12.0658540725708,80.00537109375,10.682215690612793,42293,6115,893,1,24395,24907,24762,24540,1547,539,33.65570004092765,0.9268880733399429,0.07288480214413463
1244,49359,12.04069709777832,80.57378387451172,10.687021255493164,42384,6079,895,1,24421,24938,24823,24536,1545,543,33.72811554003446,0.921431332433935,0.07304803798320324
1245,49364,12.001338005065918,80.51651000976562,10.668437004089355,42378,6098,887,1,24537,24827,24815,24549,1560,538,33.7233408917417,0.924311279023217,0.0723950946269288
1246,49569,11.999472618103027,80.56281280517578,10.716212272644043,42516,6145,907,1,24570,24999,24901,24668,1580,560,33.83315780247511,0.9314353574282828,0.0740274530176149
1247,49389,11.988214492797852,80.57299041748047,10.794962882995605,42359,6105,923,2,24518,24871,24789,24600,1599,572,33.70822117214797,0.925372311977163,0.07533333973016379
1248,49367,11.945439338684082,80.02762603759766,10.784342765808105,42340,6123,903,1,24499,24868,24751,24616,1588,558,33.693101452554245,0.9281006824301669,0.07370098133947768
1249,49419,11.90139389038086,80.01424407958984,10.815258979797363,42439,6074,905,1,24486,24933,24803,24616,1589,556,33.77188314938473,0.9206734517525451,0.0738642171785463
1250,49341,11.859513282775879,80.56826782226562,10.836552619934082,42359,6086,895,1,24499,24842,24796,24545,1593,556,33.70822117214797,0.922492365387881,0.07304803798320324
1251,49329,11.84434986114502,80.56961822509766,10.875564575195312,42308,6121,898,2,24427,24902,24842,24487,1586,563,33.667636661659536,0.9277975301576109,0.07329289174180616
1252,49356,11.804265022277832,80.04149627685547,10.919584274291992,42323,6134,898,1,24394,24962,24830,24526,1599,549,33.67957328239143,0.9297680199292248,0.07329289174180616
1253,49391,11.729265213012695,80.54849243164062,10.901976585388184,42427,6077,886,1,24472,24919,24827,24564,1578,547,33.762333852799216,0.9211281801613791,0.07231347670739449
1254,49370,11.715020179748535,79.54386138916016,11.012731552124023,42364,6099,907,0,24552,24818,24779,24591,1612,556,33.71220004572527,0.924462855159495,0.0740274530176149
1255,49269,11.667162895202637,80.56257629394531,11.016141891479492,42317,6041,909,2,24333,24936,24699,24570,1592,563,33.67479863409867,0.9156714392553712,0.07419068885668352
1256,49395,11.649496078491211,80.56710052490234,11.009720802307129,42409,6086,899,1,24509,24886,24818,24577,1603,553,33.748009907920945,0.922492365387881,0.07337450966134046
1257,49526,11.670685768127441,80.00457763671875,11.021199226379395,42502,6102,921,1,24554,24972,24838,24688,1625,565,33.822016956458675,0.924917583568329,0.07517010389109519
1258,49382,11.655060768127441,80.01714324951172,10.959813117980957,42406,6065,910,1,24404,24978,24818,24564,1590,562,33.74562258377457,0.9193092665260431,0.07427230677621782
1259,49463,11.678816795349121,80.57427978515625,10.91810131072998,42516,6035,911,1,24527,24936,24837,24626,1595,561,33.83315780247511,0.9147619824377032,0.07435392469575212
1260,49378,11.754849433898926,80.55841827392578,10.910866737365723,42411,6046,920,1,24445,24933,24792,24586,1606,565,33.749601457351865,0.9164293199367612,0.07508848597156087
1261,49348,11.77686882019043,80.02568817138672,10.8443603515625,42477,5951,919,1,24449,24899,24815,24533,1592,571,33.80212258857219,0.9020295869903516,0.07500686805202657
1262,49472,11.79053783416748,80.52913665771484,10.80630874633789,42656,5902,913,1,24528,24944,24825,24647,1598,578,33.944566262639434,0.8946023563127299,0.07451716053482074
1263,49279,11.79726791381836,80.55514526367188,10.76290225982666,42561,5800,917,1,24428,24851,24731,24548,1559,561,33.868967664670784,0.8791415904123743,0.07484363221295796
1264,49435,11.838162422180176,80.56829071044922,10.782459259033203,42686,5830,917,2,24490,24945,24832,24603,1579,572,33.96843950410322,0.8836888745007142,0.07484363221295796
