frame,snr_db,channel,eff_E,eff_L,eff_F,bler_F,raw_oracle,frozen_lambda_clairvoyant,rf,e_class
767,15.95,awgn,0.7619,0.72,0.85714,0.0,F,F,F,
768,6.243,awgn,0.8,0.72,0.8,1.0,E,E,E,strict
769,2.152,awgn,0.8,0.72,0.8,1.0,E,E,E,strict
770,17.69,rayleigh,0.84211,0.78261,0.84211,1.0,E,E,E,strict
771,9.726,awgn,0.77778,0.75,0.81595,0.05513,F,F,F,
772,10.825,rayleigh,0.84211,0.78261,0.84211,1.0,E,E,E,strict
773,8.75,rayleigh,0.8,0.75,0.8,1.0,E,E,E,strict
774,6.288,rayleigh,0.8,0.78261,0.8,1.0,E,E,E,strict
775,11.872,rayleigh,0.5,0.85,0.5,1.0,L,L,L,
776,8.89,awgn,0.44444,0.9,0.74949,0.22334,L,L,L,
777,4.534,rayleigh,0.42857,0.80952,0.42857,1.0,L,L,L,
778,9.867,rayleigh,0.53846,0.88889,0.53846,1.0,L,L,L,
779,1.439,awgn,0.51852,0.84211,0.51852,1.0,L,L,L,
780,11.381,awgn,0.55172,0.87179,0.82927,0.0,L,L,L,
781,15.505,rayleigh,0.57143,0.87179,0.57143,1.0,L,L,L,
782,19.598,awgn,0.53333,0.7907,0.85,0.0,F,F,F,
783,8.875,rayleigh,0.57143,0.89474,0.57143,1.0,L,L,L,
784,10.369,rayleigh,0.53333,0.8,0.53333,1.0,L,L,L,
785,16.204,rayleigh,0.59259,0.86486,0.59259,1.0,L,L,L,
786,2.764,rayleigh,0.55172,0.82051,0.55172,1.0,L,L,L,
787,12.03,awgn,0.57143,0.82051,0.85,0.0,F,F,F,
788,1.955,rayleigh,0.57143,0.84211,0.57143,1.0,L,L,L,
789,0.901,rayleigh,0.57143,0.86486,0.57143,1.0,L,L,L,
790,13.892,rayleigh,0.53333,0.80952,0.53333,1.0,L,L,L,
791,11.809,awgn,0.57143,0.86486,0.87179,0.0,F,L,L,
792,18.041,rayleigh,0.6,0.82051,0.6,1.0,L,L,L,
793,18.018,rayleigh,0.55172,0.89474,0.55172,1.0,L,L,L,
794,7.652,rayleigh,0.64286,0.89474,0.64286,1.0,L,L,L,
795,1.514,rayleigh,0.5,0.80952,0.5,1.0,L,L,L,
796,18.638,rayleigh,0.58065,0.77273,0.58065,1.0,L,L,L,
797,6.096,rayleigh,0.60606,0.83721,0.60606,1.0,L,L,L,
798,19.422,awgn,0.54545,0.83721,0.8,0.0,L,L,L,
799,5.917,awgn,0.52941,0.81818,0.52941,1.0,L,L,L,
800,16.007,awgn,0.52941,0.83721,0.88372,0.0,F,F,F,
801,9.564,rayleigh,0.64516,0.90476,0.64516,1.0,L,L,L,
802,18.423,awgn,0.625,0.88372,0.88889,0.0,F,L,L,
803,13.89,awgn,0.57143,0.80851,0.84444,0.0,F,F,F,
804,1.148,awgn,0.57143,0.82609,0.57143,1.0,L,L,L,
805,9.112,awgn,0.55556,0.82609,0.70267,0.17874,L,L,L,
806,17.481,awgn,0.62857,0.88889,0.81633,0.0,L,L,L,
807,16.247,rayleigh,0.64706,0.88372,0.64706,1.0,L,L,L,
808,6.771,rayleigh,0.64706,0.90909,0.64706,1.0,L,L,L,
809,18.833,awgn,0.62857,0.86957,0.85106,0.0,L,L,L,
810,9.711,rayleigh,0.61111,0.89362,0.61111,1.0,L,L,L,
811,3.636,awgn,0.62857,0.93333,0.62857,1.0,L,L,L,
812,9.203,rayleigh,0.64706,0.95455,0.64706,1.0,L,L,L,
813,11.166,rayleigh,0.58824,0.88889,0.58824,1.0,L,L,L,
814,14.836,awgn,0.62857,0.93333,0.93333,0.0,L,L,L,
815,2.841,rayleigh,0.61111,0.85106,0.61111,1.0,L,L,L,
816,15.196,rayleigh,0.66667,0.89362,0.66667,1.0,L,L,L,
817,19.813,awgn,0.66667,0.91304,0.91304,0.0,L,L,L,
818,5.759,awgn,0.68571,0.93333,0.68571,1.0,L,L,L,
819,11.238,rayleigh,0.62857,0.84444,0.62857,1.0,L,L,L,
820,12.515,rayleigh,0.58824,0.90909,0.58824,1.0,L,L,L,
821,6.281,awgn,0.55556,0.82609,0.55556,1.0,L,L,L,
822,5.85,awgn,0.62857,0.81818,0.62857,1.0,L,L,L,
823,5.674,awgn,0.62857,0.86364,0.62857,1.0,L,L,L,
824,5.034,awgn,0.62857,0.81818,0.62857,1.0,L,L,L,
825,13.26,awgn,0.64706,0.88372,0.83721,0.0,L,L,L,
826,1.021,awgn,0.5641,0.79167,0.5641,1.0,L,L,L,
827,5.317,awgn,0.59459,0.82609,0.59459,1.0,L,L,L,
828,15.121,awgn,0.57895,0.82609,0.79167,0.0,L,L,L,
829,12.742,awgn,0.64865,0.85106,0.86957,0.0,F,L,L,
830,11.62,awgn,0.68421,0.88889,0.80851,0.0,L,L,L,
831,12.942,rayleigh,0.7027,0.84444,0.7027,1.0,L,L,L,
832,3.185,rayleigh,0.68421,0.82609,0.68421,1.0,L,L,L,
833,8.795,rayleigh,0.68421,0.82609,0.68421,1.0,L,L,L,
834,11.496,rayleigh,0.74286,0.93023,0.74286,1.0,L,L,L,
835,2.905,awgn,0.72222,0.86364,0.72222,1.0,L,L,L,
836,8.979,awgn,0.64865,0.84444,0.78188,0.20544,L,L,L,
837,13.893,awgn,0.74286,0.88372,0.83333,0.0,L,L,L,
838,3.754,awgn,0.72222,0.86364,0.72222,1.0,L,L,L,
839,19.444,rayleigh,0.68571,0.91304,0.68571,1.0,L,L,L,
840,10.753,awgn,0.74286,0.95455,0.84,0.0,L,L,L,
841,4.961,rayleigh,0.66667,0.93333,0.66667,1.0,L,L,L,
842,15.983,rayleigh,0.74286,0.91304,0.74286,1.0,L,L,L,
843,6.134,awgn,0.66667,0.875,0.66667,1.0,L,L,L,
844,0.617,rayleigh,0.68293,0.85714,0.68293,1.0,L,L,L,
845,5.665,rayleigh,0.66667,0.80769,0.66667,1.0,L,L,L,
846,11.416,rayleigh,0.73684,0.91304,0.73684,1.0,L,L,L,
847,2.518,awgn,0.71795,0.89796,0.71795,1.0,L,L,L,
848,16.307,awgn,0.68293,0.92,0.88462,0.0,L,L,L,
849,18.607,awgn,0.66667,0.86275,0.88889,0.0,F,F,L,
850,14.815,awgn,0.71795,0.89796,0.93878,0.0,F,F,L,
851,11.212,rayleigh,0.71795,0.89796,0.71795,1.0,L,L,L,
852,2.47,rayleigh,0.66667,0.81481,0.66667,1.0,L,L,L,
853,0.278,rayleigh,0.7,0.86275,0.7,1.0,L,L,L,
854,5.591,awgn,0.68293,0.84615,0.68293,1.0,L,L,L,
855,7.478,rayleigh,0.68293,0.84615,0.68293,1.0,L,L,L,
856,13.173,awgn,0.75,0.92,0.84211,0.0,L,L,L,
857,1.757,rayleigh,0.68293,0.84615,0.68293,1.0,L,L,L,
858,5.226,awgn,0.68293,0.84615,0.68293,1.0,L,L,L,
859,6.699,rayleigh,0.71795,0.88,0.71795,1.0,L,L,L,
860,2.982,awgn,0.68421,0.85714,0.68421,1.0,L,L,L,
861,7.454,awgn,0.66667,0.79245,0.71539,0.72856,L,L,L,
862,17.227,rayleigh,0.66667,0.8,0.66667,1.0,L,L,L,
863,14.473,rayleigh,0.75676,0.91304,0.75676,1.0,L,L,L,
864,1.458,rayleigh,0.77778,0.95652,0.77778,1.0,L,L,L,
865,14.923,rayleigh,0.7027,0.89362,0.7027,1.0,L,L,L,
866,17.811,awgn,0.7027,0.82609,0.83333,0.0,F,L,L,
867,12.469,awgn,0.73684,0.85106,0.86957,0.0,F,L,L,
868,17.323,rayleigh,0.71795,0.875,0.71795,1.0,L,L,L,
869,17.593,awgn,0.68293,0.82353,0.73077,0.0,L,L,L,
870,17.432,awgn,0.65,0.82353,0.81633,0.0,L,L,L,
871,18.111,rayleigh,0.66667,0.80851,0.66667,1.0,L,L,L,
872,5.521,awgn,0.61538,0.81633,0.61538,1.0,L,L,L,
873,18.326,awgn,0.7027,0.875,0.76596,0.0,L,L,L,
874,15.358,rayleigh,0.71795,0.89796,0.71795,1.0,L,L,L,
875,12.332,awgn,0.64865,0.84444,0.84,0.0,L,L,L,
876,13.844,rayleigh,0.73684,0.85714,0.73684,1.0,L,L,L,
877,2.794,awgn,0.66667,0.85106,0.66667,1.0,L,L,L,
878,18.689,awgn,0.7027,0.90909,0.80851,0.0,L,L,L,
879,4.22,awgn,0.66667,0.875,0.66667,1.0,L,L,L,
880,11.622,awgn,0.57895,0.80851,0.83333,0.0,F,F,F,
881,1.933,rayleigh,0.65,0.85714,0.65,1.0,L,L,L,
882,18.134,rayleigh,0.68421,0.84444,0.68421,1.0,L,L,L,
883,10.24,awgn,0.65,0.83333,0.8,0.0,L,L,L,
884,2.585,rayleigh,0.59459,0.81818,0.59459,1.0,L,L,L,
885,13.401,awgn,0.59459,0.84444,0.77551,0.0,L,L,L,
886,12.927,rayleigh,0.61538,0.85106,0.61538,1.0,L,L,L,
887,12.769,rayleigh,0.59459,0.82609,0.59459,1.0,L,L,L,
888,8.657,awgn,0.59459,0.82609,0.77694,0.27019,L,L,L,
889,12.067,rayleigh,0.62857,0.86364,0.62857,1.0,L,L,L,
890,13.512,rayleigh,0.57895,0.82609,0.57895,1.0,L,L,L,
891,17.9,rayleigh,0.66667,0.875,0.66667,1.0,L,L,L,
892,18.882,awgn,0.52632,0.76596,0.82353,0.0,F,F,F,
893,17.367,rayleigh,0.6,0.81633,0.6,1.0,L,L,L,
894,18.973,rayleigh,0.52632,0.76596,0.52632,1.0,L,L,L,
895,15.73,awgn,0.51282,0.75,0.77551,0.0,F,F,L,
896,3.412,rayleigh,0.51429,0.77273,0.51429,1.0,L,L,L,
897,2.196,awgn,0.61111,0.84444,0.61111,1.0,L,L,L,
898,16.809,rayleigh,0.48649,0.69565,0.48649,1.0,L,L,L,
899,7.371,awgn,0.55556,0.8,0.58664,0.77809,L,L,L,
900,19.438,awgn,0.51429,0.8,0.75556,0.0,L,L,L,
901,9.482,rayleigh,0.47368,0.75,0.47368,1.0,L,L,L,
902,7.394,awgn,0.48649,0.78261,0.57383,0.76434,L,L,L,
903,18.837,rayleigh,0.5,0.76596,0.5,1.0,L,L,L,
904,4.978,rayleigh,0.48649,0.75556,0.48649,1.0,L,L,L,
905,3.834,awgn,0.47059,0.7619,0.47059,1.0,L,L,L,
906,5.684,rayleigh,0.47059,0.7619,0.47059,1.0,L,L,L,
907,0.896,awgn,0.52941,0.7907,0.52941,1.0,L,L,L,
908,14.392,rayleigh,0.48649,0.76596,0.48649,1.0,L,L,L,
909,8.669,rayleigh,0.54054,0.78261,0.54054,1.0,L,L,L,
910,7.794,rayleigh,0.55556,0.82609,0.55556,1.0,L,L,L,
911,11.043,awgn,0.55556,0.82609,0.86957,0.0,F,F,F,
912,2.655,rayleigh,0.58824,0.86364,0.58824,1.0,L,L,L,
913,17.498,awgn,0.57143,0.86364,0.84444,0.0,L,L,L,
914,1.875,awgn,0.57143,0.81818,0.57143,1.0,L,L,L,
915,0.524,awgn,0.57143,0.84444,0.57143,1.0,L,L,L,
916,7.952,awgn,0.5,0.72727,0.65136,0.43088,L,L,L,
917,6.903,awgn,0.48649,0.75,0.48649,1.0,L,L,L,
918,5.091,awgn,0.51282,0.76596,0.51282,1.0,L,L,L,
919,0.671,awgn,0.57895,0.76596,0.57895,1.0,L,L,L,
920,0.429,rayleigh,0.51282,0.79167,0.51282,1.0,L,L,L,
921,11.028,awgn,0.5,0.81633,0.80851,0.0,L,L,L,
922,9.674,rayleigh,0.44444,0.76596,0.44444,1.0,L,L,L,
923,12.996,awgn,0.42105,0.75,0.82609,0.0,F,F,F,
924,3.865,rayleigh,0.47368,0.77551,0.47368,1.0,L,L,L,
925,3.416,awgn,0.47368,0.75,0.47368,1.0,L,L,L,
926,16.733,awgn,0.5,0.78261,0.78261,0.0,L,L,L,
927,7.086,awgn,0.54054,0.82609,0.55385,0.9487,L,L,L,
928,2.698,rayleigh,0.55556,0.78261,0.55556,1.0,L,L,L,
929,17.659,awgn,0.5,0.78261,0.80851,0.0,F,F,F,
930,6.359,rayleigh,0.52632,0.79167,0.52632,1.0,L,L,L,
931,8.471,rayleigh,0.52632,0.80851,0.52632,1.0,L,L,L,
932,15.825,rayleigh,0.51429,0.81818,0.51429,1.0,L,L,L,
933,10.811,rayleigh,0.52941,0.83721,0.52941,1.0,L,L,L,
934,2.28,rayleigh,0.51429,0.7907,0.51429,1.0,L,L,L,
935,8.958,awgn,0.52941,0.7907,0.78846,0.20958,L,L,L,
936,18.362,rayleigh,0.5625,0.82927,0.5625,1.0,L,L,L,
937,10.506,awgn,0.51429,0.7907,0.82927,0.0,F,F,F,
938,3.187,awgn,0.52941,0.7907,0.52941,1.0,L,L,L,
939,2.394,rayleigh,0.51429,0.77273,0.51429,1.0,L,L,L,
940,18.926,awgn,0.5,0.77273,0.8,0.0,F,F,F,
941,15.288,rayleigh,0.54545,0.80952,0.54545,1.0,L,L,L,
942,12.516,rayleigh,0.47059,0.7619,0.47059,1.0,L,L,L,
943,13.39,rayleigh,0.47059,0.7619,0.47059,1.0,L,L,L,
944,16.902,rayleigh,0.44444,0.71111,0.44444,1.0,L,L,L,
945,15.676,rayleigh,0.47059,0.74419,0.47059,1.0,L,L,L,
946,1.796,awgn,0.51429,0.74419,0.51429,1.0,L,L,L,
947,18.145,awgn,0.42424,0.75,0.8,0.0,F,F,F,
948,7.98,rayleigh,0.41176,0.7,0.41176,1.0,L,L,L,
949,4.088,rayleigh,0.41176,0.66667,0.41176,1.0,L,L,L,
950,16.458,rayleigh,0.45714,0.8,0.45714,1.0,L,L,L,
951,11.807,rayleigh,0.43243,0.70833,0.43243,1.0,L,L,L,
952,12.75,rayleigh,0.46154,0.75,0.46154,1.0,L,L,L,
953,9.547,awgn,0.48649,0.76596,0.70182,0.09112,L,L,L,
954,11.506,rayleigh,0.44444,0.78261,0.44444,1.0,L,L,L,
955,12.449,rayleigh,0.45714,0.78261,0.45714,1.0,L,L,L,
956,15.719,rayleigh,0.45714,0.78261,0.45714,1.0,L,L,L,
957,14.822,rayleigh,0.5,0.82609,0.5,1.0,L,L,L,
958,8.937,rayleigh,0.5,0.80851,0.5,1.0,L,L,L,
959,9.834,awgn,0.44444,0.78261,0.80391,0.03338,F,F,F,
960,13.395,awgn,0.44444,0.78261,0.82353,0.0,F,F,F,
961,1.635,awgn,0.45714,0.78261,0.45714,1.0,L,L,L,
962,7.711,awgn,0.41176,0.75556,0.59372,0.5751,L,L,L,
963,11.889,rayleigh,0.4,0.71111,0.4,1.0,L,L,L,
964,17.436,awgn,0.38889,0.73913,0.83333,0.0,F,F,F,
965,11.916,awgn,0.41176,0.69767,0.79167,0.0,F,F,F,
966,17.119,rayleigh,0.47059,0.72727,0.47059,1.0,L,L,L,
967,19.855,rayleigh,0.41176,0.72727,0.41176,1.0,L,L,L,
968,4.211,awgn,0.42424,0.71429,0.42424,1.0,L,L,L,
969,3.273,awgn,0.3871,0.73171,0.3871,1.0,L,L,L,
970,4.011,rayleigh,0.48485,0.7907,0.48485,1.0,L,L,L,
971,11.293,awgn,0.48485,0.7907,0.8,0.0,F,L,F,
972,19.683,rayleigh,0.4375,0.74419,0.4375,1.0,L,L,L,
973,18.612,awgn,0.47059,0.77273,0.86364,0.0,F,F,F,
974,8.468,awgn,0.4375,0.7619,0.71901,0.30824,L,L,L,
975,18.755,rayleigh,0.4375,0.78049,0.4375,1.0,L,L,L,
976,5.993,rayleigh,0.4375,0.7619,0.4375,1.0,L,L,L,
977,12.637,rayleigh,0.42424,0.68293,0.42424,1.0,L,L,L,
978,7.947,awgn,0.41176,0.66667,0.60982,0.43437,L,L,L,
979,8.751,awgn,0.36364,0.65116,0.64852,0.2514,L,L,L,
980,8.811,awgn,0.375,0.71429,0.65205,0.23916,L,L,L,
981,15.617,awgn,0.47059,0.77273,0.75556,0.0,L,L,L,
982,0.773,awgn,0.4375,0.7619,0.4375,1.0,L,L,L,
983,3.426,rayleigh,0.4,0.72727,0.4,1.0,L,L,L,
984,17.143,rayleigh,0.42424,0.72727,0.42424,1.0,L,L,L,
985,11.127,rayleigh,0.38889,0.73913,0.38889,1.0,L,L,L,
986,17.534,awgn,0.36364,0.68182,0.82609,0.0,F,F,F,
987,0.753,rayleigh,0.47059,0.75556,0.47059,1.0,L,L,L,
988,8.921,rayleigh,0.35294,0.71111,0.35294,1.0,L,L,L,
989,7.457,rayleigh,0.34286,0.69565,0.34286,1.0,L,L,L,
990,14.073,awgn,0.33333,0.69565,0.7451,0.0,F,F,F,
991,2.54,rayleigh,0.36364,0.71429,0.36364,1.0,L,L,L,
992,14.004,rayleigh,0.3871,0.73171,0.3871,1.0,L,L,L,
993,19.211,rayleigh,0.4,0.76923,0.4,1.0,L,L,L,
994,13.38,awgn,0.45161,0.78049,0.86364,0.0,F,F,F,
995,18.799,awgn,0.375,0.73171,0.78049,0.0,F,F,F,
996,12.742,rayleigh,0.42424,0.72727,0.42424,1.0,L,L,L,
997,0.791,awgn,0.33333,0.71795,0.33333,1.0,L,L,L,
998,16.866,rayleigh,0.4,0.78049,0.4,1.0,L,L,L,
999,13.904,awgn,0.41379,0.76923,0.8,0.0,F,F,F,
1000,17.139,rayleigh,0.4,0.76923,0.4,1.0,L,L,L,
1001,14.863,awgn,0.3871,0.75,0.80952,0.0,F,F,F,
1002,11.319,rayleigh,0.33333,0.77551,0.33333,1.0,L,L,L,
1003,3.926,awgn,0.34286,0.83333,0.34286,1.0,L,L,L,
1004,6.776,awgn,0.43243,0.8,0.43243,1.0,L,L,L,
1005,15.553,awgn,0.35294,0.81633,0.90909,0.0,F,F,F,
1006,5.143,rayleigh,0.28571,0.76,0.28571,1.0,L,L,L,
1007,12.59,rayleigh,0.34286,0.78431,0.34286,1.0,L,L,L,
1008,1.315,rayleigh,0.34286,0.77551,0.34286,1.0,L,L,L,
1009,5.103,rayleigh,0.34286,0.77551,0.34286,1.0,L,L,L,
1010,6.033,rayleigh,0.33333,0.76,0.33333,1.0,L,L,L,
1011,13.775,awgn,0.33333,0.76,0.84211,0.0,F,F,F,
1012,18.935,awgn,0.38889,0.77551,0.7931,0.0,F,L,L,
1013,1.339,awgn,0.31579,0.77551,0.31579,1.0,L,L,L,
1014,13.772,awgn,0.36842,0.70588,0.87719,0.0,F,F,F,
1015,14.076,rayleigh,0.33333,0.73469,0.33333,1.0,L,L,L,
1016,10.025,awgn,0.30303,0.78261,0.94545,0.0,F,F,F,
1017,15.818,awgn,0.34286,0.75,0.92593,0.0,F,F,F,
1018,10.2,awgn,0.36842,0.76,0.91228,0.0,F,F,F,
1019,1.232,awgn,0.36842,0.76,0.36842,1.0,L,L,L,
1020,18.725,rayleigh,0.33333,0.79167,0.33333,1.0,L,L,L,
1021,0.812,rayleigh,0.34286,0.76596,0.34286,1.0,L,L,L,
1022,6.28,awgn,0.4,0.80851,0.4,1.0,L,L,L,
1023,16.615,awgn,0.30303,0.78261,0.92593,0.0,F,F,F,
1024,2.527,awgn,0.38889,0.79167,0.38889,1.0,L,L,L,
1025,1.623,awgn,0.42105,0.77551,0.42105,1.0,L,L,L,
1026,4.446,awgn,0.41026,0.77551,0.41026,1.0,L,L,L,
1027,13.204,rayleigh,0.38889,0.76596,0.38889,1.0,L,L,L,
1028,18.192,rayleigh,0.44444,0.85714,0.44444,1.0,L,L,L,
1029,15.434,awgn,0.43243,0.81633,0.89286,0.0,F,F,F,
1030,7.496,rayleigh,0.36842,0.7451,0.36842,1.0,L,L,L,
1031,5.323,awgn,0.42105,0.77551,0.42105,1.0,L,L,L,
1032,3.82,rayleigh,0.37838,0.77551,0.37838,1.0,L,L,L,
1033,5.425,rayleigh,0.43243,0.78431,0.43243,1.0,L,L,L,
1034,5.655,rayleigh,0.37838,0.76,0.37838,1.0,L,L,L,
1035,13.254,awgn,0.42105,0.8,0.96429,0.0,F,F,F,
1036,5.829,rayleigh,0.38889,0.77551,0.38889,1.0,L,L,L,
1037,3.248,awgn,0.37838,0.78431,0.37838,1.0,L,L,L,
1038,4.955,rayleigh,0.42105,0.84615,0.42105,1.0,L,L,L,
1039,4.637,rayleigh,0.42105,0.80769,0.42105,1.0,L,L,L,
1040,11.096,rayleigh,0.42105,0.80769,0.42105,1.0,L,L,L,
1041,7.924,awgn,0.45,0.80769,0.69648,0.44804,L,L,L,
1042,6.389,rayleigh,0.42105,0.7451,0.42105,1.0,L,L,L,
1043,9.303,awgn,0.41026,0.7451,0.82513,0.14033,F,F,F,
1044,8.608,awgn,0.35897,0.73077,0.7433,0.28014,F,L,L,
1045,18.621,rayleigh,0.41026,0.78431,0.41026,1.0,L,L,L,
1046,10.183,awgn,0.45,0.85185,0.89286,0.0,F,F,F,
1047,9.12,awgn,0.41026,0.77778,0.80738,0.17712,F,F,F,
1048,0.14,awgn,0.42105,0.76923,0.42105,1.0,L,L,L,
1049,18.63,awgn,0.41026,0.81481,0.91525,0.0,F,F,F,
1050,18.559,rayleigh,0.45,0.83636,0.45,1.0,L,L,L,
1051,1.012,awgn,0.46154,0.83019,0.46154,1.0,L,L,L,
1052,8.157,awgn,0.42105,0.75472,0.6505,0.37079,L,L,L,
1053,14.447,rayleigh,0.42105,0.70588,0.42105,1.0,L,L,L,
1054,3.422,rayleigh,0.46154,0.70588,0.46154,1.0,L,L,L,
1055,14.984,awgn,0.42105,0.7451,0.70588,0.0,L,L,L,
1056,13.465,awgn,0.41026,0.72,0.70588,0.0,L,L,L,
1057,17.933,rayleigh,0.43902,0.65385,0.43902,1.0,L,L,L,
1058,5.343,awgn,0.43902,0.71698,0.43902,1.0,L,L,L,
1059,0.897,awgn,0.45,0.72,0.45,1.0,L,L,L,
1060,17.77,rayleigh,0.43902,0.66667,0.43902,1.0,L,L,L,
1061,0.917,awgn,0.45,0.66667,0.45,1.0,L,L,L,
1062,4.464,rayleigh,0.45,0.66667,0.45,1.0,L,L,L,
1063,12.093,awgn,0.43902,0.69231,0.7451,0.0,F,F,F,
1064,11.687,awgn,0.43902,0.7451,0.69388,0.0,L,L,L,
1065,6.065,rayleigh,0.47619,0.71698,0.47619,1.0,L,L,L,
1066,19.803,rayleigh,0.4,0.70588,0.4,1.0,L,L,L,
1067,16.189,rayleigh,0.47619,0.74074,0.47619,1.0,L,L,L,
1068,10.048,awgn,0.45,0.71698,0.79245,0.0,F,F,F,
1069,14.415,awgn,0.43902,0.73077,0.80769,0.0,F,F,L,
1070,15.32,awgn,0.43902,0.73077,0.75472,0.0,F,F,L,
1071,9.619,awgn,0.46512,0.76923,0.73249,0.07674,L,L,L,
1072,4.078,rayleigh,0.47619,0.76923,0.47619,1.0,L,L,L,
1073,16.189,awgn,0.43902,0.76,0.7451,0.0,L,L,L,
1074,6.221,awgn,0.43902,0.76,0.43902,1.0,L,L,L,
1075,5.976,rayleigh,0.4878,0.76,0.4878,1.0,L,L,L,
1076,0.019,rayleigh,0.47619,0.78431,0.47619,1.0,L,L,L,
1077,9.369,awgn,0.47619,0.7451,0.69843,0.12702,L,L,L,
1078,11.507,awgn,0.46512,0.76923,0.72,0.0,L,L,L,
1079,10.091,rayleigh,0.45,0.75,0.45,1.0,L,L,L,
1080,14.373,awgn,0.4878,0.78431,0.67925,0.0,L,L,L,
1081,19.473,awgn,0.47368,0.79167,0.7451,0.0,L,L,L,
1082,9.904,rayleigh,0.51282,0.8,0.51282,1.0,L,L,L,
1083,16.41,rayleigh,0.47368,0.77551,0.47368,1.0,L,L,L,
1084,12.387,awgn,0.5,0.8,0.76,0.0,L,L,L,
1085,4.957,rayleigh,0.5,0.76,0.5,1.0,L,L,L,
1086,6.991,rayleigh,0.5,0.7451,0.5,1.0,L,L,L,
1087,6.11,awgn,0.4878,0.73077,0.4878,1.0,L,L,L,
1088,12.895,awgn,0.4878,0.74074,0.69388,0.0,L,L,L,
1089,10.427,awgn,0.5,0.73077,0.73469,0.0,F,L,L,
1090,7.679,rayleigh,0.45,0.73077,0.45,1.0,L,L,L,
1091,12.172,awgn,0.5,0.7451,0.72,0.0,L,L,L,
1092,4.583,rayleigh,0.4878,0.70588,0.4878,1.0,L,L,L,
1093,10.97,awgn,0.51282,0.73469,0.79167,0.0,F,F,L,
1094,13.076,rayleigh,0.46154,0.72,0.46154,1.0,L,L,L,
1095,4.688,rayleigh,0.5,0.75,0.5,1.0,L,L,L,
1096,6.551,rayleigh,0.46154,0.70833,0.46154,1.0,L,L,L,
1097,17.814,rayleigh,0.46154,0.7234,0.46154,1.0,L,L,L,
1098,4.976,rayleigh,0.46154,0.75,0.46154,1.0,L,L,L,
1099,7.874,awgn,0.47368,0.7234,0.6351,0.47749,L,L,L,
1100,12.049,rayleigh,0.47368,0.73469,0.47368,1.0,L,L,L,
1101,5.625,awgn,0.51282,0.76596,0.51282,1.0,L,L,L,
1102,17.71,rayleigh,0.48649,0.78261,0.48649,1.0,L,L,L,
1103,19.293,awgn,0.48649,0.78261,0.75556,0.0,L,L,L,
1104,8.641,awgn,0.54054,0.80851,0.69676,0.27346,L,L,L,
1105,9.872,awgn,0.5,0.8,0.76571,0.02574,L,L,L,
1106,18.931,rayleigh,0.5,0.77273,0.5,1.0,L,L,L,
1107,1.733,rayleigh,0.54054,0.82609,0.54054,1.0,L,L,L,
1108,5.961,awgn,0.54054,0.82609,0.54054,1.0,L,L,L,
1109,10.616,awgn,0.47368,0.76596,0.7234,0.0,L,L,L,
1110,14.654,rayleigh,0.48649,0.75556,0.48649,1.0,L,L,L,
1111,11.581,awgn,0.44444,0.70833,0.70833,0.0,L,L,L,
1112,13.619,awgn,0.43243,0.75,0.68085,0.0,L,L,L,
1113,12.717,awgn,0.44444,0.70833,0.69388,0.0,L,L,L,
1114,15.206,rayleigh,0.48649,0.7234,0.48649,1.0,L,L,L,
1115,16.337,awgn,0.48649,0.76,0.73469,0.0,L,L,L,
1116,11.107,awgn,0.48649,0.76596,0.77551,0.0,F,L,L,
1117,4.176,rayleigh,0.48649,0.76596,0.48649,1.0,L,L,L,
1118,1.154,rayleigh,0.48649,0.79167,0.48649,1.0,L,L,L,
1119,11.603,rayleigh,0.47368,0.79167,0.47368,1.0,L,L,L,
1120,14.882,rayleigh,0.52632,0.79167,0.52632,1.0,L,L,L,
1121,11.244,rayleigh,0.48649,0.76,0.48649,1.0,L,L,L,
1122,3.902,rayleigh,0.52632,0.80851,0.52632,1.0,L,L,L,
1123,7.345,awgn,0.52632,0.73469,0.58271,0.79395,L,L,L,
1124,4.478,awgn,0.52632,0.76,0.52632,1.0,L,L,L,
1125,2.67,rayleigh,0.41176,0.80851,0.41176,1.0,L,L,L,
1126,19.29,awgn,0.48649,0.83333,0.75,0.0,L,L,L,
1127,9.931,awgn,0.44444,0.83333,0.73068,0.01384,L,L,L,
1128,8.337,rayleigh,0.48649,0.80851,0.48649,1.0,L,L,L,
1129,7.837,awgn,0.52632,0.83333,0.65899,0.50001,L,L,L,
1130,3.086,awgn,0.51282,0.8,0.51282,1.0,L,L,L,
1131,11.016,awgn,0.43243,0.81633,0.77551,0.0,L,L,L,
1132,4.141,awgn,0.51282,0.80769,0.51282,1.0,L,L,L,
1133,16.586,rayleigh,0.51282,0.76923,0.51282,1.0,L,L,L,
1134,15.508,awgn,0.47368,0.80769,0.73469,0.0,L,L,L,
1135,7.03,rayleigh,0.47368,0.80769,0.47368,1.0,L,L,L,
1136,9.254,awgn,0.51282,0.81633,0.70137,0.15018,L,L,L,
1137,8.882,rayleigh,0.51282,0.75,0.51282,1.0,L,L,L,
1138,0.778,awgn,0.46154,0.8,0.46154,1.0,L,L,L,
1139,11.477,awgn,0.47368,0.78431,0.77551,0.0,L,L,L,
1140,15.012,rayleigh,0.47368,0.78431,0.47368,1.0,L,L,L,
1141,16.788,rayleigh,0.43243,0.81633,0.43243,1.0,L,L,L,
